,Date,Company Name,Ticker,Sector,Price ($),Size (M),1,2,3,Rank,Turnover,Gain
99,Aug 19,Harmony Biosciences Holdings Inc.,HRMY,Health-Care,37.0,24,GS,JEFF,PPRJ,,2.4%,-2.5%
100,Aug 21,Nano-X Imaging Ltd.,NNOX,Health-Care,18.0,9,CNTR,CIBC,,,110.4%,17.1%
101,Aug 21,Kymera Therapeutics Inc.,KYMR,Health-Care,20.0,8,MS,BAML,COWN,,44.5%,66.3%
102,Aug 27,XPeng Inc.,XPEV,Consumer-Non-Durables,15.0,99,CS,JPM,BAML,,82.5%,41.5%
103,Aug 28,Harbor Custom Development Inc.,HCDI,Basic-Industries,6.0,1,TEq,,,,105.9%,25%
104,Aug 31,Applied UV Inc.,AUVI,Consumer-Durables,5.0,1,NONE,,,,756.2%,132%
105,Sep 17,Sumo Logic Inc.,SUMO,Technology,22.0,14,MS,JPM,RBC,,113%,22.2%
106,Sep 17,Pactiv Evergreen Inc.,PTVE,Consumer-Non-Durables,14.0,41,CS,CITI,BAML,,35.7%,-21.9%
107,Sep 17,Broadstone Net Lease Inc.,BNL,Consumer-Services,17.0,33,JPM,GS,BMO,,24.3%,-4.9%
108,Sep 17,American Well Corp.,AMWL,Health-Care,18.0,41,MS,GS,UBS,,66.5%,28.2%
109,Sep 18,Vitru Ltd.,VTRU,Consumer-Services,16.0,6,GS,BAML,MS,,27.7%,0%
110,Sep 18,Unity Software Inc.,U,Technology,25.0,52,GS,CS,BAML,,39.7%,173.4%
111,Aug 18,COMPASS Pathways plc,CMPS,Health-Care,17.0,7,COWN,EVCR,,,40%,70.6%
112,Sep 18,Athira Pharma Inc.,ATHA,Health-Care,17.0,12,GS,JEFF,Stifel,,26.8%,0.6%
113,Sep 22,Laird Superfood Inc.,LSF,Consumer-Non-Durables,22.0,2,CNCD,CHLM,,,74.7%,85.5%
114,Sep 23,GoodRx Holdings Inc.,GDRX,Technology,33.0,34,MS,GS,JPM,,36.9%,-56.8%
115,Sep 23,Bentley Systems Incorporated,BSY,Technology,22.0,10,GS,BAML,RBC,,73.8%,52.2%
116,Sep 24,Taysha Gene Therapies Inc.,TSHA,Health-Care,20.0,7,GS,MS,JEFF,,32.9%,20.3%
117,Sep 25,VIA optronics AG,VIAO,Capital-Goods,15.0,6,Berenberg,,,,64.3%,-32.1%
118,Sep 25,Prelude Therapeutics Incorporated,PRLD,Health-Care,19.0,8,MS,GS,BAML,,34.1%,37.9%
119,Sep 25,PMV Pharmaceuticals Inc.,PMVP,Health-Care,18.0,11,GS,BAML,COWN,,27%,108.4%
120,Sep 25,Greenwich LifeSciences Inc.,GLSI,Health-Care,5.8,1,AGIS,,,,36.5%,-13%
121,Sep 25,Graybug Vision Inc.,GRAY,Health-Care,16.0,5,LRNK,SNDL,,,34.6%,3.1%
122,Sep 25,Amesite Operating Company,AMST,Technology,5.0,3,LDLW,,,,70.5%,4.4%
123,Oct 1,Pulmonx Corp.,LUNG,Health-Care,19.0,10,BAML,MS,,,52.9%,106.9%
124,Sep 29,,,,11.0,7,BAML,COWN,GGNH,,27.6%,-11.7%
125,Sep 30,Yalla Group Limited,YALA,Technology,7.5,18,MS,,,,71%,-6.7%
126,Sep 30,Palantir Technologies Inc.,PLTR,Technology,7.3,257,,,,,130.5%,31%
127,Sep 30,Chindata Group Holdings Limited,CD,Technology,13.5,40,MS,CITI,,,65.3%,20.2%
128,Sep 30,Boqii Holding Limited,BQ,Consumer-Services,10.0,7,ROTH,,,,92.3%,-28%
129,Oct 1,Thryv Holdings Inc.,THRY,Consumer-Services,10.2,26,IBNK,,,,0%,8.8%
130,Oct 1,Mission Produce Inc.,AVO,Consumer-Non-Durables,12.0,8,BAML,JPM,CITI,,13.8%,3.7%
131,Oct 1,Lixiang Education Holding Co. Ltd.,LXEH,Consumer-Services,9.3,3,,,,,2.7%,-18.9%
132,Oct 2,Oncorus Inc.,ONCR,Health-Care,15.0,5,JEFF,EVCR,PPRJ,,12.6%,6.7%
133,Oct 2,IMMUNOME INC.,IMNM,Health-Care,12.0,3,LDNT,CHRD,,,15.7%,12.1%
134,Oct 2,C4 Therapeutics Inc.,CCCC,Health-Care,19.0,9,JEFF,EVCR,BMO,,20.3%,34.2%
135,Oct 2,Academy Sports + Outdoors Inc.,ASO,Consumer-Services,13.0,15,CS,JPM,BAML,,56.3%,-0.1%
136,Oct 7,,,,5.0,500,DPO,,,,6.2%,-10.6%
137,Oct 8,fuboTV Inc. (formerly FaceBank Group Inc.),FUBO,Consumer-Services,10.0,18,EVCR,,,,58.8%,2.6%
138,Oct 8,Aziyo Biologics Inc.,AZYO,Health-Care,17.0,2,PPRJ,COWN,,,70.5%,-14.7%
139,Oct 9,Spruce Biosciences Inc.,SPRB,Health-Care,15.0,6,COWN,CS,RBC,,42.7%,13.3%
140,Oct 9,Kronos Bio Inc.,KRON,Health-Care,19.0,13,GS,JEFF,COWN,,28.4%,42.5%
141,Oct 9,iHuman Inc.,IH,Consumer-Services,12.0,7,CS,CITI,,,65.4%,33.3%
142,Oct 14,Codiak BioSciences Inc.,CDAK,Health-Care,15.0,5,GS,EVCR,WB,,41.3%,-19.2%
143,Oct 15,MINISO Group Holding Limited,MNSO,Consumer-Services,20.0,30,GS,BAML,,,71.4%,4.4%
144,Oct 15,ARRAY TECHNOLOGIES INC.,ARRY,Capital-Goods,22.0,47,GS,JPM,GGNH,,71.5%,65.7%
145,Oct 16,TARSUS PHARMACEUTICALS INC.,TARS,Health-Care,16.0,5,BAML,JEFF,RAYJ,,22.8%,28.6%
146,Oct 16,PRAXIS PRECISION MEDICINES INC.,PRAX,Health-Care,19.0,10,COWN,EVCR,WBSH,,43.2%,46.3%
147,Oct 16,Kiromic Biopharma Inc.,KRBP,Health-Care,12.0,1,TEq,,,,36.7%,-4.2%
148,Oct 16,Eargo Inc.,EAR,Health-Care,18.0,7,JPM,BAML,,,83.4%,87.1%
149,Oct 16,Aligos Therapeutics Inc.,ALGS,Health-Care,15.0,10,JPM,JEFF,PPRJ,,27.6%,-1%
150,Oct 20,,,,10.0,10,JEFF,,,,6.2%,4.9%
151,Oct 21,MingZhu Logistics Holdings Limited,YGMZ,Consumer-Services,4.0,3,VWTR,,,,23.5%,6.3%
152,Oct 21,,,,27.0,22,MS,BAML,BRCL,,69.2%,0.4%
153,Oct 22,,,,20.0,37,MS,GS,BAML,,68.3%,-6.5%
154,Oct 22,Guild Holdings Company,GHLD,Finance,15.0,6,WLFG,BAML,JPM,,36.7%,0%
155,Oct 22,BCLS Acquisition Corp.,BLSA,Finance,10.0,12,GS,JEFF,,,8%,9.9%
156,Oct 22,Abcam plc,ABCM,Health-Care,17.5,8,MS,BAML,WB,,27.6%,12.9%
157,Oct 23,Foghorn Therapeutics Inc.,FHTX,Health-Care,16.0,7,GS,MS,COWN,,37.9%,13.3%
158,Oct 28,ROOT INC.,ROOT,Finance,27.0,26,GS,MS,,,59.3%,0%
159,Oct 28,MediaAlpha Inc.,MAX,Finance,19.0,9,JPM,CITI,CS,,59%,67.7%
160,Oct 28,Gatos Silver Inc.,GATO,Basic-Industries,7.0,21,BMO,GS,RBC,,15.6%,-5.7%
161,Oct 28,Biodesix Inc.,BDSX,Health-Care,18.0,4,MS,WB,,,65.4%,-30.7%
162,Oct 29,Leslie’s Inc.,LESL,Consumer-Services,17.0,40,GS,MS,BAML,,53.4%,27.6%
163,Oct 29,Galecto Inc.,GLTO,Health-Care,15.0,5,BAML,LRNK,CS,,23.4%,0%
164,Oct 29,Allegro MicroSystems Inc.,ALGM,Technology,14.0,25,BRCL,CS,WLFG,,44.4%,26.4%
165,Oct 30,SQZ Biotechnologies Company,SQZ,Health-Care,16.0,4,BAML,EVCR,Stifel,,19.2%,-17.2%
166,Sep 30,Lufax Holding Ltd,LU,Finance,13.5,175,,,,,19.2%,-4.8%
167,Oct 30,Atea Pharmaceuticals Inc.,AVIR,Health-Care,24.0,12,JPM,MS,EVCR,,28.6%,26.4%
168,Nov 19,Yatsen Holding Limited,YSG,Consumer-Services,10.5,58,GS,MS,CICC,,60.9%,75.2%
169,Nov 19,Olema Pharmaceuticals Inc.,OLMA,Health-Care,19.0,11,JPM,JEFF,COWN,,13.9%,157.9%
170,Nov 19,NeoGames S.A.,NGMS,Consumer-Services,17.0,4,Stifel,,,,57.3%,28.6%
171,Nov 20,Sotera Health Company,SHC,Health-Care,23.0,46,JPM,CS,GS,,41.1%,9.1%
172,Nov 20,Maravai LifeSciences Holdings Inc.,MRVI,Health-Care,27.0,60,MS,JEFF,GS,,33.7%,10.6%
173,Nov 24,Vision Marine Technologies Inc.,VMAR,Consumer-Services,10.0,2,TEq,,,,170.4%,44.4%
174,Nov 24,Ozon Holdings PLC,OZON,Consumer-Services,30.0,33,MS,GS,CITI,,0%,-100%
175,Nov 24,,,,7.0,2,AGIS,WPRK,,,11.6%,-11.4%
176,Dec 3,Kinnate BioPharma Inc.,KNTE,Health-Care,20.0,12,GS,LRNK,PPRJ,,5.3%,117.3%
177,Dec 4,Silverback Therapeutics Inc.,SBTX,Health-Care,21.0,11,GS,LRNK,Stifel,,31%,19%
178,Dec 4,Sigilon Therapeutics Inc.,SGTX,Health-Care,18.0,7,MS,JEFF,BRCL,,39.8%,93.2%
179,Dec 4,Seer Inc.,SEER,Health-Care,19.0,9,JPM,MS,BAML,,36.9%,197.2%
180,Dec 4,17 Education & Technology Group Inc.,YQ,Consumer-Services,10.5,27,GS,MS,BAML,,47.3%,0.7%
181,Dec 10,Airbnb Inc.,ABNB,Choose Sector,68.0,51,MS,GS,,,136.5%,112.8%
182,Dec 9,DoorDash Inc.,DASH,Finance,102.0,33,GS,JPM,,,76.9%,85.8%
183,Dec 9,C3.ai Inc.,AI,Technology,42.0,15,MS,JPM,BAML,,160%,120.2%
184,Dec 10,Hydrofarm Holdings Group Inc.,HYFM,Basic-Industries,20.0,8,JPM,Stifel,DB,,76.5%,160%
185,Dec 11,Vivos Therapeutics Inc.,VVOS,Health-Care,6.0,3,ROTH,,,,137.7%,49.8%
186,Dec 11,Certara Inc.,CERT,Technology,23.0,29,JEFF,MS,BAML,,69.3%,65.6%
187,Dec 17,Midwest Holding Inc.,MDWT,Finance,70.0,1,SNDL,,,,25.5%,-18.6%
188,Dec 18,908 Devices Inc.,MASS,Health-Care,20.0,6,COWN,LRNK,Stifel,,64.9%,145%
189,Dec 23,Inhibikase Therapeutics Inc.,IKT,Health-Care,10.0,1,TEq,,,,249.7%,-1%
190,Dec 11,AbCellera Biologics Inc.,ABCL,Health-Care,20.0,24,CS,Stifel,BMO,,38.3%,194.5%
191,Dec 17,Virios Therapeutics LLC,VIRI,Health-Care,10.0,3,TEq,,,,530.7%,67.1%
192,Dec 16,BioAtla Inc.,BCAB,Health-Care,18.0,10,JPM,JEFF,CS,,38.7%,72.3%
193,Dec 16,ContextLogic Inc. (Wish),WISH,Consumer-Services,24.0,46,GS,JPM,BAML,,0%,-100%
194,Dec 16,Upstart Holdings Inc.,UPST,Finance,20.0,12,GS,BAML,CITI,,112.2%,47.4%
195,Dec 15,,,,5.0,6,BOTD,CNTR,,,8.2%,141%
196,Dec 15,Oriental Culture Holding LTD.,OCG,Consumer-Services,4.0,5,VWTR,,,,26.4%,50%
197,Dec 11,4D Molecular Therapeutic Inc.,FDMT,Health-Care,23.0,8,GS,BAML,EVCR,,43.5%,76.1%
198,Dec 29,MEDIROM Healthcare Technologies Inc.,MRM,Consumer-Services,15.0,800,MXIM,,,,84.7%,0.7%
0,Jan 14,Poshmark Inc.,POSH,Consumer Durables,42.0,6.0,MS,GS,BRCL,,148.6%,141.7%
1,Jan 7,,,,10.0,12.0,JEFF,MS,,,17.3%,3.4%
2,Jan 8,Gracell Biotechnologies Inc.,GRCL,Health-Care,19.0,11.0,CITI,JEFF,WLFG,,50.2%,31.9%
3,Jan 8,Cullinan Oncology LLC,CGEM,Health-Care,29.9,21.0,MS,LRNK,EVCR,,19.3%,0%
4,Jan 14,Qilian International Holding Group Limited,QLI,Health-Care,5.0,5.0,UnSec,,,,0%,-100%
5,Jan 12,Kuke Music Holding Limited,KUKE,Consumer-Services,10.0,5.0,DB,TB,,,59.1%,1%
6,Jan 13,Motorsport Games US LLC,MSGM,Technology,20.0,3.0,CNCD,BNCH,,,125.9%,75%
7,Jan 13,Affirm Holdings Inc.,AFRM,Finance,49.0,97.0,MS,GS,ALLN,,25.9%,96.7%
8,Jan 14,Petco Health and Wellness Company Inc.,WOOF,Consumer-Services,18.0,48.0,GS,BAML,,,100%,63.3%
9,Jan 15,Playtika Holding Corp.,PLTK,Technology,27.0,69.0,MS,CS,CITI,,12.8%,20%
10,Jan 15,Driven Brands Holdings Inc.,DRVN,Transportation,22.0,31.0,MS,BAML,GS,,7.5%,30.1%
11,Jan 21,MYT Netherlands Parent B.V.,MYTE,Finance,26.0,15.0,MS,JPM,,,79.6%,19.2%
12,Jan 21,Dream Finders Homes Inc.,DFH,Consumer-Services,13.0,9.0,BAML,RBC,BTIG,,63.5%,61.2%
13,Jan 22,RLX Technology Inc.,RLX,Consumer-Non-Durables,12.0,116.0,CITI,,,,40.8%,-75%
14,Jan 22,Patria Investments Ltd.,PAX,Finance,17.0,30.0,JPM,BAML,CS,,51.3%,23.6%
15,Jan 22,Montauk Renewables Inc.,MNTK,Public-Utilities,8.5,3.0,ROTH,,,,87.2%,38%
16,Jan 22,Huadi International Group Co. Ltd.,HUDI,Basic-Industries,8.0,3.0,RFL,,,,47%,-10.9%
17,Jan 26,EZGO Technologies Ltd.,EZGO,Consumer-Durables,4.0,2.0,VWTR,,,,226.1%,352.8%
18,Jan 26,,,,10.0,26.0,CITI,BTIG,,,27.9%,30%
19,Jan 27,TIAN RUIXIANG Holdings Ltd,TIRX,Finance,4.0,3.0,NONE,,,,10%,302.5%
20,Jan 27,Shoals Technologies Group Inc.,SHLS,Capital-Goods,25.0,77.0,GS,JPM,GGNH,,9.6%,32%
21,Jan 27,,,,10.0,18.0,JEFF,,,,2.1%,1.9%
22,Jan 28,ZIM Integrated Shipping Services Ltd.,ZIM,Transportation,15.0,14.0,CITI,GS,BRCL,,44.1%,-23.3%
23,Jan 28,Vinci Partners Investments Ltd.,VINP,Finance,18.0,13.0,JPM,GS,,,43%,-6.1%
24,Jan 28,Qualtrics International Inc.,XM,Technology,30.0,51.0,MS,JPM,,,49%,51.7%
25,Jan 28,,,,17.0,76.0,JPM,BAML,GS,,19.9%,-5.3%
26,Jan 28,Agrify Corporation,AGFY,Consumer-Non-Durables,8.0,2.0,MXIM,ROTH,,,126.1%,59.3%
27,Jan 29,Trinity Capital Inc.,TRIN,Finance,14.0,7.0,KBW,WLFG,UBS,,19.1%,7.1%
28,Jan 29,Home Point Capital Inc.,HMPT,Finance,13.0,7.0,UBS,CS,JPM,,85.6%,-12.9%
29,Feb 3,TELUS International (Cda) Inc.,TIXT,Technology,25.0,37.0,JPM,MS,,,40.8%,21.6%
30,Feb 3,ON24 Inc.,ONTF,Technology,50.0,8.0,GS,JPM,KEYB,,88.9%,41.6%
31,Feb 4,Sensei Biotherapeutics Inc.,SNSE,Health-Care,19.0,7.0,CITI,PPRJ,OPPN,,52.7%,-0.5%
32,Feb 4,Sana Biotechnology Inc.,SANA,Health-Care,25.0,23.0,MS,GS,JPM,,37.8%,40.4%
33,Feb 4,Landos Biopharma Inc.,LABP,Health-Care,16.0,6.0,JPM,JEFF,,,45.4%,-25%
34,Feb 4,Atotech Limited,ATC,Basic-Industries,17.0,29.0,CITI,CS,BAML,,30.7%,13.2%
35,Feb 5,Vor Biopharma Inc.,VOR,Health-Care,18.0,9.0,GS,EVCR,BRCL,,33.9%,108.3%
36,Feb 5,Terns Pharmaceuticals Inc.,TERN,Health-Care,17.0,7.0,JPM,GS,COWN,,40.2%,8.2%
37,Feb 5,Pharvaris B.V.,PHVS,Health-Care,20.0,8.0,MS,BAML,LRNK,,46%,45%
38,Feb 5,Lucira Health Inc.,LHDX,Health-Care,17.0,9.0,BAML,WB,,,40.7%,46.9%
39,Feb 5,Immunocore Holdings Limited,IMCR,Health-Care,26.0,9.0,GS,JPM,JEFF,,33.4%,66.2%
40,Feb 5,,,,10.0,30.0,GS,DB,,,23.7%,11%
41,Feb 5,Evaxion Biotech A/S,EVAX,Health-Care,10.0,3.0,OPPN,,,,0%,-100%
42,Feb 5,CN Energy Group Inc.,CNEY,Capital-Goods,4.0,5.0,NONE,,,,37%,43.5%
43,Feb 5,Bolt Biotherapeutics Inc.,BOLT,Health-Care,20.0,11.0,MS,Stifel,GGNH,,60.1%,60.8%
44,Feb 5,Angion Biomedica Corp.,ANGN,Health-Care,16.0,5.0,COWN,Stifel,,,33.3%,6.4%
45,Feb 8,Baosheng Media Group Holdings Limited,BAOS,Consumer-Services,5.0,6.0,UnSec,,,,47%,77.2%
46,Feb 9,Global Internet of People Inc.,SDH,Consumer-Services,4.0,6.0,VWTR,NTNL,,,25.8%,16.5%
47,Feb 9,Cloopen Group Holding Limited,RAAS,Technology,16.0,20.0,GS,CITI,CICC,,126.8%,200%
48,Feb 9,Adagene Inc.,ADAG,Health-Care,19.0,7.0,GS,MS,JEFF,,69.9%,57.8%
49,Feb 10,Viant Technology Inc.,DSP,Technology,25.0,10.0,BAML,UBS,,,17.7%,128%
50,Feb 10,Vallon Pharmaceuticals Inc.,VLON,Health-Care,8.0,1.0,TEq,,,,22.4%,-2.5%
51,Feb 10,Biophytis S.A.,BPTS,Health-Care,16.8,1.0,HCW,,,,94%,-1.5%
52,Feb 11,Signify Health Inc.,SGFY,Health-Care,24.0,23.0,GS,JPM,BRCL,,52.3%,31.5%
53,Feb 11,loanDepot Inc.,LDI,Finance,14.0,3.0,GS,BAML,CS,,245.8%,124.9%
54,Feb 11,Bumble Inc.,BMBL,Technology,43.0,50.0,GS,CITI,MS,,86.1%,63.5%
55,Feb 11,Bioventus Inc.,BVS,Health-Care,13.0,8.0,MS,JPM,GS,,43.4%,47.8%
56,Feb 11,,,,20.0,7.0,CITI,GS,BAML,,31.5%,16.8%
57,Feb 12,urban-gro Inc.,UGRO,Capital-Goods,10.0,5.0,TEq,,,,60.7%,23%
58,Feb 12,Talis Biomedical Corporation,TLIS,Health-Care,16.0,13.0,JPM,BAML,PPRJ,,22.8%,73.8%
59,Feb 12,NexImmune Inc.,NEXI,Health-Care,17.0,6.0,BRCL,CNTR,RAYJ,,53.5%,49%
60,Feb 12,Longeveron LLC,LGVN,Health-Care,10.0,2.0,KCM,,,,104.8%,-25.9%
61,Feb 12,Decibel Therapeutics Inc.,DBTX,Health-Care,18.0,7.0,CITI,BMO,BRCL,,54.8%,0.2%
62,Feb 17,Virpax Pharmaceuticals Inc.,VRPX,Health-Care,10.0,1.0,TEq,,,,103.8%,-34.7%
63,Feb 17,ABG Acquisition Corp. I,ABGI,Finance,10.0,13.0,JEFF,,,,35.3%,3.4%
64,Feb 24,BriaCell Therapeutics Corp.,BCTX,Health-Care,4.3,5.0,TEq,,,,43.3%,-8.2%
65,Feb 25,,,,27.0,6.0,MS,CS,CNCD,,46.2%,14.4%
66,Feb 26,ARYA Sciences Acquisition Corp IV,ARYD,Finance,10.0,13.0,GS,JEFF,,,16.7%,11.3%
67,Mar 3,Oscar Health Inc.,OSCR,Health-Care,39.0,37.0,GS,MS,ALLN,,55.6%,-10.8%
68,Mar 4,Khosla Ventures Acquisition Co.,KVSA,Finance,10.0,30.0,GS,PPRJ,,,28.1%,2.5%
69,Mar 4,InnovAge Holding Corp.,INNV,Health-Care,21.0,16.0,JPM,BRCL,GS,,53.5%,15.2%
70,Mar 5,Lerer Hippeau Acquisition Corp.,LHAA,Finance,10.0,20.0,BRCL,,,,14.4%,0.2%
71,Mar 9,,,,10.0,28.0,CITI,UBS,DB,,23.7%,2.5%
72,Mar 9,SVF Investment Corp. 2,SVFB,Finance,10.0,28.0,CITI,UBS,DB,,19.5%,3.3%
73,Mar 10,Vector Acquisition Corporation II,VAQC,Finance,10.0,45.0,DB,BAML,,,26.9%,0%
74,Mar 10,Roblox Corporation,RBLX,Technology,45.0,198.0,GS,MS,,,48.4%,54.4%
75,Mar 11,First High-School Education Group Co. Ltd.,FHS,Consumer-Services,10.0,7.0,BNCH,,MXIM,,43.9%,-12%
76,Mar 12,Prometheus Biosciences Inc.,RXDX,Health-Care,19.0,10.0,CS,Stifel,GGNH,,39.2%,33.1%
77,Mar 12,MeaTech 3D Ltd.,MITC,Consumer-Non-Durables,10.3,2.0,HCW,,,,45.3%,-2.9%
78,Mar 12,JOANN Inc.,JOAN,Capital-Goods,12.0,10.0,BAML,CS,GGNH,,48.8%,2.1%
79,Mar 12,Hayward Holdings Inc.,HAYW,Consumer-Durables,17.0,40.0,BAML,GS,NMRA,,26.4%,0%
80,Mar 17,Sun Country Airlines Holdings Inc.,SNCY,Consumer-Services,24.0,9.0,BRCL,MS,DB,,69.9%,51.6%
81,Mar 17,Olo Inc.,OLO,Technology,25.0,18.0,GS,JPM,RBC,,81.5%,39%
82,Mar 17,Jowell Global Ltd.,JWEL,Consumer-Services,7.0,3.0,NONE,,,,43.7%,24.4%
83,Mar 18,Tuya Inc.,TUYA,Technology,21.0,43.0,MS,BAML,CICC,,61.8%,19%
84,Mar 18,Research Alliance Corp. II,RACB,Finance,10.0,13.0,JEFF,,,,8.9%,2.1%
85,Mar 18,Gain Therapeutics Inc.,GANX,Health-Care,11.0,3.0,BTIG,OPPN,,,66.4%,1.8%
86,Mar 18,Duckhorn Portfolio Inc.,NAPA,Consumer-Non-Durables,15.0,20.0,JPM,CS,JEFF,,59.3%,14.5%
87,Mar 19,Instil Bio Inc.,TIL,Health-Care,20.0,18.0,MS,JEFF,COWN,,24.6%,32.2%
88,Mar 19,Finch Therapeutics Group Inc.,FNCH,Health-Care,17.0,7.0,BAML,JEFF,EVCR,,28.1%,25.4%
89,Mar 19,Connect Biopharma Holdings Ltd.,CNTB,Health-Care,17.0,11.0,JEFF,PPRJ,CICC,,28.4%,8.8%
90,Mar 19,AFC Gamma Inc.,AFCG,Finance,19.0,6.0,JMPS,LDNT,,,22.2%,21.1%
91,Mar 23,Universe Pharmaceuticals INC,UPC,Health-Care,5.0,5.0,UnSec,,,,100%,-5%
92,Mar 23,Movano Inc.,MOVE,Health-Care,5.0,8.0,NTNL,,,,19%,32%
93,Mar 23,Dragoneer Growth Opportunities Corp. III,DGNU,Finance,10.0,40.0,CITI,GS,JPM,,32.7%,0%
94,Mar 24,Khosla Ventures Acquisition Co. III,KVSC,Finance,10.0,50.0,GS,CITI,,,12.7%,-2.5%
95,Mar 24,,,,10.0,40.0,CITI,GS,,,24.1%,0%
96,Mar 24,DigitalOcean Holdings Inc.,DOCN,Technology,47.0,16.0,MS,GS,JPM,,54.8%,-9.6%
97,Mar 24,ACV Auctions Inc.,ACVA,Miscellaneous,25.0,16.0,GS,JPM,CITI,,68.3%,25%
98,Mar 25,Vizio Holding Corp.,VZIO,Consumer-Non-Durables,21.0,12.0,JPM,BAML,WLFG,,30.6%,-1.2%
99,Mar 25,SEMrush Holdings Inc.,SEMR,Technology,14.0,10.0,GS,JPM,KEYB,,58.5%,-19.9%
100,Mar 25,Olink Holding AB,OLK,Health-Care,20.0,17.0,GS,MS,SVB,,4.4%,61%
101,Mar 25,LAVA Therapeutics BV,LVTX,Health-Care,15.0,6.0,JPM,JEFF,SVB,,6.9%,-16.7%
102,Mar 25,Diversey Holdings Ltd.,DSEY,Miscellaneous,15.0,46.0,CITI,MS,BRCL,,35%,-0.1%
103,Mar 25,Cricut Inc.,CRCT,Capital-Goods,20.0,15.0,GS,MS,CITI,,13.5%,-10%
104,Mar 26,Zhihu Inc.,ZH,Miscellaneous,9.5,55.0,CS,GS,JPM,,18.1%,-16.6%
105,Mar 26,ThredUp Inc.,TDUP,Technology,14.0,12.0,GS,MS,BRCL,,12.7%,124.3%
106,Mar 26,Ikena Oncology Inc. (formerly KYN Therapeutics),IKNA,Health-Care,16.0,7.0,JEFF,COWN,CS,,32.1%,100%
107,Mar 26,Hywin Holdings Ltd.,HYW,Finance,10.0,3.0,NONE,AXND,VCL,,71.1%,-1%
108,Mar 26,Edgewise Therapeutics Inc.,EWTX,Health-Care,16.0,11.0,JPM,GS,SVB,,5.9%,124.9%
109,Mar 26,Design Therapeutics Inc.,DSGN,Health-Care,20.0,12.0,GS,SVB,PS,,4%,70.1%
110,Mar 26,Alignment Healthcare Inc.,ALHC,Health-Care,18.0,27.0,GS,MS,JPM,,5.5%,5.6%
111,Mar 31,Coursera Inc.,COUR,Technology,33.0,15.0,MS,GS,CITI,,66%,36.4%
112,Mar 31,Achilles Therapeutics plc,ACHL,Health-Care,18.0,9.0,JPM,BAML,PS,,21.5%,-8.1%
113,Apr 1,Smart Share Global Limited,EM,Technology,8.5,17.0,GS,CITI,CRNS,,49.8%,0.5%
114,Apr 1,Karooooo Ltd. (Cartrack),KARO,Technology,28.0,1.0,MS,BAML,WB,,719.2%,21.4%
115,Apr 1,Frontier Group Holdings Inc.,ULCC,Transportation,19.0,30.0,CITI,BRCL,DB,,34.3%,-0.8%
116,Apr 1,Compass Inc.,COMP,Technology,18.0,25.0,GS,MS,BRCL,,54.3%,11.9%
117,Apr 6,UTime Limited,UTME,Technology,4.0,3.0,BOTD,,,,44.8%,875%
118,Apr 7,,,,10.0,15.0,COWN,,,,18.3%,0%
119,Apr 9,VectivBio Holding AG,VECT,Health-Care,17.0,7.0,BAML,SVB,CS,,46.8%,113.3%
120,Apr 9,,,,10.0,25.0,DB,JPM,GS,,8.4%,1.2%
121,Apr 9,Reneo Pharmaceuticals Inc.,RPHM,Health-Care,15.0,6.0,JEFF,SVB,PS,,29.7%,-7%
122,Apr 14,TPG Pace Beneficial II Corp.,YTPG,Finance,10.0,35.0,DB,JPM,MS,,6.3%,1.1%
123,Apr 14,Coinbase Global Inc.,COIN,Finance,381.0,114.0,GS,JPM,ALLN,,70.6%,-13.8%
124,Apr 14,Alkami Technology Inc.,ALKT,Technology,30.0,6.0,GS,JPM,BRCL,,95.6%,43.3%
125,Apr 15,TuSimple Holdings Inc.,TSP,Technology,40.0,33.0,MS,CITI,JPM,,70.1%,0%
126,Apr 15,Karat Packaging Inc.,KRT,Consumer-Non-Durables,16.0,3.0,Stifel,WB,NTNL,,49.7%,16%
127,Apr 15,Esports Technologies Inc.,EBET,Consumer-Services,6.0,2.0,BOTD,,,,255.3%,507%
128,Apr 15,AppLovin Corporation,APP,Technology,80.0,25.0,MS,JPM,KKR,,45.8%,-18.5%
129,Apr 15,agilon health inc.,AGL,Health-Care,23.0,46.0,JPM,GS,BAML,,31.2%,34.8%
130,Apr 16,Recursion Pharmaceuticals Inc.,RXRX,Health-Care,18.0,24.0,GS,JPM,BAML,,23.5%,73.9%
131,Apr 16,Biomea Fusion Inc.,BMEA,Health-Care,17.0,9.0,JPM,JEFF,PS,,39.9%,9.4%
132,Apr 16,Akoya Biosciences Inc.,AKYA,Health-Care,20.0,6.0,JPM,MS,PS,,57.8%,30.3%
133,Apr 20,Infobird Co. Ltd,IFBD,Technology,4.0,6.0,WPRK,,,,61.5%,18.5%
134,Apr 21,UiPath Inc.,PATH,Technology,56.0,23.0,MS,JPM,BAML,,98.6%,23.2%
135,Apr 21,SkyWater Technology Inc.,SKYT,Technology,14.0,7.0,JEFF,COWN,PS,,102.9%,23.9%
136,Apr 21,DoubleVerify Holdings Inc.,DV,Technology,27.0,13.0,GS,JPM,BRCL,,75.5%,33.3%
137,Apr 22,Zymergen Inc.,ZY,Health-Care,31.0,16.0,JPM,GS,BAML,,32.7%,21.5%
138,Apr 22,NeuroPace Inc.,NPCE,Health-Care,17.0,6.0,JPM,MS,,,69%,46.8%
