Issuer Ticker,Issuer Name,Sales - 1 Yr Growth,Profit Margin,Return on Assets,Offer Size (M),Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Offer Size (M).1,Shares Outstanding (M).1,Instit Owner (% Shares Out),Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Sector,Industry Group,Industry Subgroup,Underpriced
FEAC/U,Skillz Inc,66.9,-47.2,-27.7,690.0,69.0,10.0,4.0,690.0,3/6/2020,34407Y202,-0.4,690.0,69.0,0.0396333,27347.0,10-Oct,Priced Within Range,1.0,5.0,179.0,0
FELPQ,Foresight Energy LP,-23.8,-38.0,-11.9,350.0,64.7389,20.0,-5.0,1294.78,6/18/2014,34552U104,0.5,350.0,64.7389,1.79741,1455840.0,19 - 21,Priced Within Range,2.0,35.0,62.0,0
FET,Forum Energy Technologies Inc,5.5,-15.2,-0.3,435.78,84.567,20.0,8.75,1691.34,4/12/2012,34984V209,-2.8,435.78,84.567,39.5127,2264650.0,18 - 20,Priced Within Range,2.0,29.0,161.0,0
FGEN,FibroGen Inc,33.4,-123.2,-49.5,167.67,57.8551,18.0,22.22222137,1041.39,11/14/2014,31572Q808,-0.8,167.67,57.8551,82.1847,77218900.0,16 - 19,Priced Within Range,0.0,21.0,29.0,0
FGL,Fidelity & Guaranty Life,34.3,14.5,0.8,165.75,56.75,17.0,10.94117641,964.75,12/13/2013,315785105,4.0,165.75,56.75,0.000783064,462.0,17 - 19,Priced Within Range,3.0,18.0,60.0,0
FHB,First Hawaiian Inc,-5.8,37.1,0.9,557.75,142.623,23.0,5.434782505,3280.32,8/4/2016,32051X108,3.2,557.75,142.623,107.705,137519000.0,21 - 23,Priced Within Range,3.0,9.0,121.0,0
FHTX,Foghorn Therapeutics Inc,206.7,-7681.5,-32.9,135.229,36.6466,16.0,13.25,586.346,10/23/2020,344174107,-1.3,135.229,36.6466,68.0598,28450300.0,15 - 17,Priced Within Range,0.0,13.0,15.0,0
FIBK,First Interstate BancSystem In,-3.5,30.0,0.6,166.75,42.7433,14.5,8.27586174,619.78,3/24/2010,32055Y201,4.5,166.75,42.7433,86.3695,90210900.0,14 - 16,Priced Within Range,3.0,9.0,70.0,0
FIT,Fitbit Inc,-5.1,-22.3,-20.2,841.225,36.575,20.0,48.40000153,731.5,6/18/2015,33812L102,-0.6,841.225,36.575,30.3469,74309800.0,17 - 19,Priced Above Range,8.0,31.0,180.0,1
FIVE,Five Below Inc,45.1,9.7,8.3,187.981,53.9649,17.0,55.88235474,917.4,7/19/2012,33829M101,5.8,187.981,53.9649,121.808,67612000.0,15 - 17,Priced Within Range,5.0,17.0,181.0,0
FIVN,Five9 Inc,40.1,-8.6,-7.1,80.5,47.5475,7.0,9.142857552,332.83,4/4/2014,338307101,0.4,80.5,47.5475,114.188,80508500.0,11-Sep,Priced Below Range,1.0,5.0,5.0,0
FIXX,Homology Medicines Inc,1157.2,-281.9,-0.4,165.6,37.4308,16.0,16.625,598.893,3/28/2018,438083107,-1.9,165.6,37.4308,54.3015,31212800.0,14 - 16,Priced Within Range,0.0,21.0,29.0,0
FLGT,Fulgent Genetics Inc,135.3,51.1,20.8,43.47,17.6763,9.0,2.0,159.087,9/29/2016,359664109,18.3,43.47,17.6763,47.3293,13932800.0,11-Sep,Priced Within Range,0.0,0.0,0.0,0
FLT,FleetCor Technologies Inc,18.6,29.6,6.8,335.255,78.7191,23.0,18.47826004,1810.54,12/15/2010,339041105,14.5,335.255,78.7191,107.111,78996600.0,23 - 26,Priced Within Range,0.0,7.0,115.0,0
FLXN,Flexion Therapeutics Inc,17.2,-132.9,-41.8,74.75,15.4961,13.0,13.15384579,201.45,2/12/2014,33938J106,-1.5,74.75,15.4961,19.686,9906260.0,14-Dec,Priced Within Range,0.0,13.0,65.0,0
FMI,Foundation Medicine Inc,30.8,-105.6,-83.3,121.9,28.0557,18.0,96.3888855,505.0,9/25/2013,350465100,-3.3,121.9,28.0557,0.14327,53354.0,14 - 16,Priced Above Range,0.0,22.0,32.0,1
FMSA,Fairmount Santrol Holdings Inc,79.4,5.6,7.6,400.0,159.91,16.0,0.0,2558.56,10/3/2014,30555Q108,0.6,400.0,159.91,0.245264,552132.0,21 - 24,Priced Below Range,6.0,56.0,182.0,0
FND,Floor & Decor Holdings Inc,41.5,8.2,7.0,213.087,92.3586,21.0,52.61904907,1939.53,4/27/2017,339750101,2.8,213.087,92.3586,123.621,131184000.0,16 - 18,Priced Above Range,5.0,17.0,183.0,1
FNGN,Financial Engines Inc,13.3,9.7,5.7,146.28,41.0956,12.0,43.75,493.15,3/16/2010,317485100,1.9,146.28,41.0956,0.599863,382213.0,11-Sep,Priced Above Range,3.0,26.0,39.0,1
FNKO,Funko Inc,57.7,4.2,4.4,125.0,23.3377,12.0,-41.08333206,280.052,11/2/2017,361008105,2.2,125.0,23.3377,71.3007,33642300.0,14 - 16,Priced Below Range,5.0,57.0,184.0,0
FNWB,First Northwest Bancorp,17.4,20.8,0.7,121.67,13.1004,10.0,21.79999924,131.004,1/30/2015,335834107,1.6,121.67,13.1004,68.0735,6772670.0,10-Oct,Priced Within Range,3.0,9.0,70.0,0
FOCS,Focus Financial Partners Inc,32.0,0.5,2.2,615.404,42.7701,33.0,13.78787899,1411.41,7/26/2018,34417P100,5.4,615.404,42.7701,114.895,75676700.0,35 - 39,Priced Below Range,3.0,26.0,39.0,0
FOLD,Amicus Therapeutics Inc,17.1,-81.9,-30.7,75.0,22.2344,15.0,-3.799999952,333.52,5/31/2007,03152W109,-0.7,75.0,22.2344,115.342,324048000.0,14 - 16,Priced Within Range,0.0,21.0,29.0,0
FORM,FormFactor Inc,10.9,10.9,8.9,96.6,33.3683,14.0,25.5714283,467.16,6/12/2003,346375108,1.7,96.6,33.3683,100.948,77755600.0,13-Nov,Priced Above Range,1.0,4.0,54.0,1
FOUR,Shift4 Payments Inc,78.3,-3.5,1.5,396.75,23.325,23.0,45.82608795,536.475,6/5/2020,82452J109,0.5,396.75,23.325,141.166,74827100.0,19 - 23,Priced Within Range,0.0,7.0,115.0,0
FOXF,Fox Factory Holding Corp,45.8,12.6,11.9,147.857,36.3171,15.0,24.06666756,544.76,8/8/2013,35138V102,1.5,147.857,36.3171,118.794,50211300.0,13 - 15,Priced Within Range,5.0,38.0,69.0,0
FPH,Five Point Holdings LLC,46.0,2.9,-0.1,338.1,143.064,14.0,7.428571224,3143.38,5/10/2017,33833Q106,-0.5,338.1,143.064,75.768,52331700.0,18 - 20,Priced Below Range,3.0,34.0,59.0,0
FPI,Farmland Partners Inc,2.0,19.3,1.6,53.2,4.0143,14.0,-7.285714149,56.2,4/11/2014,31154R109,0.2,53.2,4.0143,48.2453,26334200.0,14 - 16,Priced Within Range,3.0,3.0,50.0,0
FPO,First Potomac Realty Trust,-7.2,-0.6,3.2,129.375,7.509,15.0,7.333333492,112.64,10/23/2003,33610F109,1.0,129.375,7.509,0.0123918,7279.0,14 - 16,Priced Within Range,3.0,3.0,13.0,0
FPRX,Five Prime Therapeutics Inc,-11.4,-639.9,-30.3,71.76,16.7368,13.0,0.615384638,217.58,9/18/2013,33830X104,-1.7,71.76,16.7368,5.70894,2658770.0,14-Dec,Priced Within Range,0.0,21.0,29.0,0
FRANQ,FHC Holdings Corp,-4.8,-6.1,-14.5,195.5,43.8611,17.0,62.64706039,745.64,7/22/2011,351793203,0.9,195.5,43.8611,0.779294,23615.0,14 - 16,Priced Above Range,5.0,17.0,23.0,1
FRC,First Republic Bank/CA,17.8,29.4,0.8,322.575,0.0,25.5,9.490196228,0.0,12/9/2010,33616C100,6.8,322.575,0.0,102.25,187041000.0,24 - 27,Priced Within Range,3.0,9.0,70.0,0
FRCMQ,FairPoint Communications Inc/O,-11.6,-21.4,-10.0,462.5,34.9254,18.5,-2.432432413,646.12,2/4/2005,305560104,1.6,462.5,34.9254,0.000260104,234.0,18 - 20,Priced Within Range,4.0,23.0,143.0,0
FREQ,Frequency Therapeutics Inc,-61.9,-601.9,-49.3,88.55,30.7793,14.0,-2.142857075,426.36,10/3/2019,35803L108,-2.2,88.55,30.7793,25.9818,9161720.0,14 - 16,Priced Within Range,0.0,21.0,29.0,0
FRPT,Freshpet Inc,33.4,-6.9,-6.8,179.689,33.3616,15.0,27.39999962,500.424,11/7/2014,358039105,0.0150707,179.689,33.3616,137.397,65978300.0,14-Dec,Priced Above Range,5.0,17.0,185.0,1
FRTA,Forterra Inc,16.5,6.2,6.7,331.56,63.7895,18.0,-8.333333015,1148.21,10/20/2016,34960W106,1.5,331.56,63.7895,54.6216,36842100.0,19 - 21,Priced Below Range,8.0,47.0,102.0,0
FSAM,Fifth Street Asset Management,-14.6,-1.8,-6.5,102.0,6.0,17.0,-21.35294151,102.0,10/30/2014,31679P109,2.6,102.0,6.0,0.28361,57666.0,17 - 17,Priced Within Range,3.0,9.0,186.0,0
FSB,Franklin Financial Network Inc,12.1,11.4,0.4,55.44,10.8534,21.0,14.28571415,227.921,3/26/2015,35352P104,1.6,55.44,10.8534,17.6858,2648060.0,24 - 27,Priced Below Range,3.0,9.0,91.0,0
FSCT,Forescout Technologies Inc,13.1,-35.1,-38.2,133.584,37.8058,22.0,15.909091,831.728,10/27/2017,34553D101,-0.4,133.584,37.8058,14.3241,7120790.0,20 - 22,Priced Within Range,1.0,1.0,127.0,0
FSEA,First Seacoast Bancorp,-0.8,15.8,0.2,24.383,6.0835,10.0,-2.5,60.835,7/17/2019,33631P102,0.4,24.383,6.0835,6.5054,394545.0,10-Oct,Priced Within Range,3.0,9.0,121.0,0
FSL,Freescale Semiconductor Ltd,10.7,5.4,10.3,883.206,245.427,18.0,1.833333373,4417.69,5/26/2011,N.A.,1.6,883.206,245.427,0.0336158,104657.0,18 - 20,Priced Within Range,1.0,4.0,4.0,0
FSLR,First Solar Inc,7.8,16.0,1.2,458.85,72.3304,20.0,23.70000076,1446.61,11/17/2006,336433107,2.2,458.85,72.3304,93.1465,99299300.0,17 - 19,Priced Above Range,2.0,15.0,19.0,1
FSLY,Fastly Inc,21.8,-62.8,-9.9,207.0,12.9375,16.0,49.9375,207.0,5/17/2019,31188V100,-0.3,207.0,12.9375,65.0393,79998300.0,14 - 16,Priced Within Range,1.0,5.0,82.0,0
FSNNQ,Fusion Connect Inc,20.7,-9.3,-11.6,26.316,8.833,6.45,-10.07751656,56.97,2/15/2005,36116X102,0.3,26.316,8.833,0.0831137,68126.0,6.45 - 6.45,Priced Within Range,1.0,1.0,31.0,0
FSSTQ,Fastnet Corp,110.1,-53.2,-91.7,48.0,14.3889,12.0,38.54166794,172.667,2/7/2000,311877104,-0.1,48.0,14.3889,0.424226,100000.0,12-Oct,Priced Within Range,4.0,8.0,187.0,0
FTHM,Fathom Holdings Inc,86.8,-3.7,-21.1,34.3,13.2232,10.0,0.300000012,132.232,7/31/2020,31189V109,-0.8,34.3,13.2232,18.9892,3242330.0,9-Jul,Priced Above Range,3.0,34.0,130.0,1
FTNT,Fortinet Inc,28.8,18.1,13.1,179.688,66.269,12.5,32.95999908,828.36,11/18/2009,3.50E+113,1.8,179.688,66.269,81.0436,633142000.0,11-Sep,Priced Above Range,1.0,1.0,127.0,1
FULC,Fulcrum Therapeutics Inc,117.1,-421.8,-62.5,72.0,23.34,16.0,-15.625,373.44,7/18/2019,359616109,-2.2,72.0,23.34,100.117,52112200.0,16 - 18,Priced Within Range,0.0,13.0,15.0,0
FUV,Arcimoto Inc,101.5,-1084.3,-87.0,19.5,0.0,6.5,-11.53846169,0.0,9/21/2017,39587100,-1.0,19.5,0.0,17.8857,9155990.0,6.50 - 6.50,Priced Within Range,5.0,55.0,177.0,0
FVAC/U,MP Materials Corp,147.1,40.6,9.1,345.0,34.5,10.0,0.600000024,345.0,4/30/2020,34962V205,0.5,345.0,34.5,0.0591328,25501.0,10-Oct,Priced Within Range,6.0,56.0,182.0,0
FVCB,FVCBankcorp Inc,3.9,35.2,1.2,36.87,12.9198,20.0,1.5,258.396,9/13/2018,36120Q101,1.4,36.87,12.9198,39.1237,5474130.0,19 - 21,Priced Within Range,3.0,9.0,91.0,0
FWMHQ,Fairway Group Holdings Corp,2.7,-5.8,-12.3,204.068,27.8591,13.0,33.46154022,362.17,4/17/2013,30603D109,0.3,204.068,27.8591,0.583722,174556.0,12-Oct,Priced Above Range,0.0,10.0,53.0,1
GAIN,Gladstone Investment Corp,28.1,141.0,9.2,248.4,0.0,15.0,0.266666681,0.0,6/23/2005,376546107,1.1,248.4,0.0,14.78,4912100.0,15 - 15,Priced Within Range,3.0,24.0,37.0,0
GAN,GAN Ltd,256.7,-19.8,-8.9,62.3645,28.9409,8.5,55.88235474,245.998,5/5/2020,N.A.,-0.1,62.3645,28.9409,33.0256,14065600.0,6.50 - 8.50,Priced Within Range,5.0,16.0,20.0,0
GARS,Garrison Capital Inc,2.4,-47.5,-12.0,91.9995,16.7588,15.0,0.0,251.38,3/27/2013,366554103,0.1,91.9995,16.7588,13.4411,2157210.0,15 - 15,Priced Within Range,3.0,24.0,37.0,0
GBDC,Golub Capital BDC Inc,2.7,110.8,4.1,107.372,17.7124,14.5,1.448275805,256.83,4/15/2010,38173M102,-1.8,107.372,17.7124,49.255,84174800.0,15 - 16,Priced Below Range,3.0,24.0,37.0,0
GBT,Global Blood Therapeutics Inc,57.3,-155.6,-43.4,138.0,28.7085,20.0,115.5500031,574.17,8/12/2015,37890U108,-4.0,138.0,28.7085,123.042,83024200.0,16 - 18,Priced Above Range,0.0,21.0,29.0,1
GCAP,Gain Capital Holdings Inc,-34.3,-25.7,4.4,81.9,31.2458,9.0,-1.666666627,281.21,12/15/2010,36268W100,3.3,81.9,31.2458,47.6088,17997900.0,13 - 15,Priced Below Range,3.0,26.0,76.0,0
GDDY,GoDaddy Inc,15.0,6.3,4.8,520.0,64.8242,20.0,30.75,1236.48,4/1/2015,380237107,4.9,520.0,64.8242,115.19,178620000.0,17 - 19,Priced Above Range,4.0,8.0,169.0,1
GDOT,Green Dot Corp,14.3,3.3,1.1,188.703,41.4373,36.0,22.19444466,1491.74,7/22/2010,39304D102,3.0,188.703,41.4373,96.9638,50972800.0,32 - 35,Priced Above Range,0.0,7.0,115.0,1
GDRX,GoodRx Holdings Inc,35.3,-3.3,-4.4,1313.65,42.838,33.0,53.03030396,1413.65,9/23/2020,38246G108,0.4,1313.65,42.838,82.7221,68211000.0,24 - 28,Priced Above Range,0.0,13.0,160.0,1
GENN,Genesis Healthcare Inc,-14.4,-1.5,-1.3,297.084,16.6667,15.5,2.580645084,258.33,5/15/2007,37185X106,2.8,297.084,16.6667,0.34481,385252.0,14 - 16,Priced Within Range,0.0,0.0,174.0,0
GEVO,Gevo Inc,-87.1,-8326.7,-12.6,123.337,24.8988,15.0,9.600000381,373.48,2/9/2011,374396406,-0.2,123.337,24.8988,55.2637,131097000.0,13 - 15,Priced Within Range,2.0,15.0,19.0,0
GH,Guardant Health Inc,30.3,-108.5,-30.8,273.125,83.5573,19.0,69.47368622,1587.59,10/4/2018,40131M109,-2.0,273.125,83.5573,107.107,109717000.0,15 - 17,Priced Above Range,0.0,21.0,29.0,1
GHDX,Genomic Health Inc,15.6,6.5,14.8,60.2007,0.0,12.0,-2.083333254,0.0,9/29/2005,37244C101,2.1,60.2007,0.0,36.6571,13778500.0,14-Dec,Priced Within Range,0.0,22.0,112.0,0
GHIVU,UWM Holdings Corp,-39.8,3.3,0.5,425.0,42.5,10.0,4.5,425.0,1/24/2020,382865202,-98.7,425.0,42.5,0.0490965,20866.0,10-Oct,Priced Within Range,3.0,26.0,170.0,0
GHL,Greenhill & Co Inc,1.8,13.3,2.3,100.625,30.0,17.5,17.1428566,525.0,5/6/2004,395259104,6.8,100.625,30.0,61.6645,10967300.0,14 - 16,Priced Above Range,3.0,26.0,76.0,1
GHLD,Guild Holdings Co,-3.0,18.0,9.8,97.5,19.667,15.0,0.0,295.005,10/22/2020,40172N107,11.2,97.5,19.667,43.8514,9092050.0,17 - 19,Priced Below Range,3.0,26.0,170.0,0
GHVIU,Matterport Inc,29.4,-304.0,-84.5,345.0,34.5,10.0,4.5,345.0,12/11/2020,38286R204,-0.3,345.0,34.5,11.5947,4000160.0,10-Oct,Priced Within Range,1.0,5.0,5.0,0
GIMO,Gigamon Inc,40.0,15.9,-0.2,147.488,30.474,19.0,49.84210587,579.01,6/12/2013,37518B102,1.0,147.488,30.474,0.0952351,36011.0,18 - 20,Priced Within Range,4.0,23.0,77.0,0
GKOS,Glaukos Corp,30.7,-16.8,-8.6,124.2,31.263,18.0,73.44444275,562.734,6/25/2015,377322102,0.5,124.2,31.263,106.801,50947500.0,16 - 17,Priced Above Range,0.0,22.0,61.0,1
GLBR,Global Brokerage Inc,-20.0,21.9,-2.2,242.466,17.319,14.0,6.071428776,242.47,12/2/2010,37891B109,3.9,242.466,17.319,0.163105,10020.0,13 - 15,Priced Within Range,3.0,26.0,76.0,0
GLUU,Glu Mobile Inc,31.3,3.7,3.8,86.2439,28.6374,11.5,6.86956501,329.33,3/22/2007,379890106,0.4,86.2439,28.6374,1.56579,2737340.0,12-Oct,Priced Within Range,1.0,5.0,179.0,0
GLYC,GlycoMimetics Inc,-88.5,-5468.9,-66.1,64.4,18.6055,8.0,12.625,148.84,1/10/2014,38000Q102,-1.1,64.4,18.6055,55.2988,28989800.0,8-Aug,Priced Within Range,0.0,21.0,29.0,0
GM,General Motors Co,3.6,7.8,3.8,18140.1,1500.0,33.0,3.606060505,49500.0,11/18/2010,37045V100,10.4,18140.1,1500.0,97.2617,1381790000.0,32 - 33,Priced Within Range,5.0,55.0,177.0,0
GMANQ,G-Estate Liquidation Stores In,2.2,-0.6,-4.0,58.9286,18.7031,11.0,0.272727281,205.73,8/5/2010,36165B100,0.4,58.9286,18.7031,6.6533,1311670.0,13 - 15,Priced Below Range,5.0,17.0,113.0,0
GME,GameStop Corp,18.0,-6.3,-16.3,373.75,54.0646,18.0,11.66666698,973.16,2/13/2002,36467W109,-1.5,373.75,54.0646,39.6919,120873000.0,17 - 19,Priced Within Range,5.0,17.0,181.0,0
GMED,Globus Medical Inc,21.4,15.5,7.9,115.0,62.5034,12.0,12.5,750.04,8/3/2012,379577208,2.7,115.0,62.5034,113.17,87595100.0,13-Dec,Priced Within Range,0.0,22.0,61.0,0
GMHIU,Luminar Technologies Inc,128.9,-745.0,-44.0,400.0,40.0,10.0,1.200000048,400.0,2/1/2019,382872208,-0.4,400.0,40.0,0.02226,8904.0,10-Oct,Priced Within Range,5.0,38.0,69.0,0
GMRE,Global Medical REIT Inc,23.6,15.2,1.7,150.0,17.6057,10.0,0.100000002,176.057,6/29/2016,37954A204,1.1,150.0,17.6057,76.2294,49944200.0,12-Oct,Priced Within Range,3.0,3.0,136.0,0
GMS,GMS Inc,40.5,5.9,10.2,169.05,40.9429,21.0,4.333333492,859.801,5/26/2016,36251C103,4.1,169.05,40.9429,100.404,42578200.0,21 - 23,Priced Within Range,5.0,17.0,93.0,0
GNCA,Genocea Biosciences Inc,20.7,-2022.9,-60.6,66.0,17.2171,12.0,-8.333333015,206.61,2/5/2014,372427401,-0.6,66.0,17.2171,12.3458,7257290.0,14-Dec,Priced Within Range,0.0,21.0,29.0,0
GNCIQ,GNC Holdings Inc,-12.1,-1.7,-21.8,414.0,87.4447,16.0,4.6875,1399.12,4/1/2011,36191G107,1.1,414.0,87.4447,6.21566,5223680.0,15 - 17,Priced Within Range,5.0,17.0,188.0,0
GNKOQ,Genco Shipping & Trading Ltd,53.8,33.2,20.0,246.96,25.26,21.0,-0.619047642,530.46,7/22/2005,N.A.,5.4,246.96,25.26,0.000935895,416.0,22 - 23,Priced Below Range,8.0,54.0,168.0,0
GNLN,Greenlane Holdings Inc,20.0,-18.4,-27.6,109.65,9.3542,17.0,24.11764717,159.021,4/18/2019,395330202,-19.3,109.65,9.3542,24.8112,3921040.0,14 - 16,Priced Above Range,0.0,49.0,189.0,1
GNMK,GenMark Diagnostics Inc,94.9,-10.8,-11.1,27.6,11.6235,6.0,-10.0,69.74,5/28/2010,372309104,0.0908189,27.6,11.6235,6.77677,4987370.0,7-Jun,Priced Within Range,0.0,22.0,32.0,0
GNRC,Generac Holdings Inc,50.3,14.7,10.0,269.107,67.5293,13.0,-1.230769277,877.88,2/11/2010,368736104,6.5,269.107,67.5293,96.3481,61042700.0,15 - 17,Priced Below Range,8.0,52.0,135.0,0
GNRT,Euronav MI II Inc,-23.9,-54.7,-8.2,236.351,81.8725,14.0,-6.428571224,1146.21,6/25/2015,N.A.,1.8,236.351,81.8725,0.202247,168406.0,17 - 19,Priced Below Range,8.0,54.0,168.0,0
GNTY,Guaranty Bancshares Inc/TX,0.8,33.1,1.3,54.0,10.7539,27.0,11.48148155,290.355,5/9/2017,400764106,3.6,54.0,10.7539,36.0757,4307290.0,26 - 28,Priced Within Range,3.0,9.0,44.0,0
GNW,Genworth Financial Inc,-5.4,11.5,0.6,2855.58,146.44,19.5,0.0,2855.58,5/25/2004,37247D106,0.8,2855.58,146.44,81.3104,403597000.0,21 - 23,Priced Below Range,3.0,18.0,190.0,0
GO,Grocery Outlet Holding Corp,-1.7,2.0,2.0,434.843,85.7036,22.0,29.59090996,1885.48,6/20/2019,39874R101,1.7,434.843,85.7036,117.054,113869000.0,18 - 19,Priced Above Range,0.0,10.0,53.0,1
GOCO,GoHealth Inc,21.0,-17.8,-11.6,913.5,84.183,21.0,-7.333333492,1767.84,7/15/2020,38046W105,-2.8,913.5,84.183,52.536,70060500.0,18 - 20,Priced Above Range,3.0,18.0,60.0,1
GOGO,Gogo Inc,24.4,45.5,48.3,187.0,84.9188,17.0,-5.882352829,1443.62,6/21/2013,38046C109,0.6,187.0,84.9188,65.7023,83619500.0,15 - 17,Priced Within Range,4.0,23.0,158.0,0
GOLF,Acushnet Holdings Corp,33.2,8.3,8.2,377.966,74.0936,17.0,5.588235378,1259.59,10/28/2016,5098108,4.2,377.966,74.0936,54.1217,37998300.0,21 - 24,Priced Below Range,5.0,12.0,191.0,0
GOOD,Gladstone Commercial Corp,3.4,7.1,1.1,113.85,6.652,15.0,0.200000003,99.78,8/13/2003,376536108,1.9,113.85,6.652,49.3094,19530000.0,15 - 15,Priced Within Range,3.0,3.0,50.0,0
GOOGL,Alphabet Inc,41.1,29.5,18.9,1916.4,33.6034,85.0,18.04117584,2856.29,8/19/2004,02079K305,6.8,1916.4,33.6034,83.4887,4986780000.0,85 - 95,Priced Within Range,4.0,8.0,187.0,0
GPMT,Granite Point Mortgage Trust I,-10.6,34.4,0.4,195.0,43.2308,19.5,-2.56410265,843.001,6/23/2017,38741L107,1.1,195.0,43.2308,65.7089,34399300.0,20 - 21,Priced Below Range,3.0,3.0,6.0,0
GPP,Green Plains Partners LP,-5.8,51.4,36.0,172.5,17.3896,15.0,0.0,260.844,6/26/2015,393221106,2.0,172.5,17.3896,17.4171,4048930.0,19 - 21,Priced Below Range,2.0,2.0,2.0,0
GPRO,GoPro Inc,30.1,31.9,7.0,491.28,17.8,24.0,30.58333397,427.2,6/26/2014,38268T103,1.4,491.28,17.8,70.3481,91219200.0,21 - 24,Priced Within Range,8.0,31.0,192.0,0
GRBK,Green Brick Partners Inc,43.7,13.5,19.9,63.3937,15.3293,10.5,0.095238097,160.96,6/14/2007,392709101,-1.8,63.3937,15.3293,101.923,46922800.0,10.50 - 10.50,Priced Within Range,5.0,51.0,131.0,0
GRPN,Groupon Inc,-31.7,12.2,-15.4,805.0,640.653,20.0,30.54999924,12813.1,11/4/2011,399473206,-4.2,805.0,640.653,66.2279,20158000.0,16 - 18,Priced Above Range,4.0,8.0,9.0,1
GRTS,Gritstone bio Inc,1094.3,-155.7,-49.5,102.813,29.0161,15.0,-5.066666603,435.241,9/28/2018,39868T105,-0.6,102.813,29.0161,70.1549,58485500.0,13 - 15,Priced Within Range,0.0,13.0,15.0,0
GSAT,Globalstar Inc,-3.2,-90.6,-11.2,127.5,70.3755,17.0,3.058823586,1196.38,11/2/2006,378973408,0.0747142,127.5,70.3755,18.7278,337288000.0,16 - 18,Priced Within Range,4.0,23.0,158.0,0
GSBD,Goldman Sachs BDC Inc,100.6,55.4,2.5,138.0,36.2811,20.0,0.25,707.622,3/18/2015,38147U107,-0.2,138.0,36.2811,30.2456,31086000.0,20 - 21,Priced Within Range,3.0,24.0,37.0,0
GSHD,Goosehead Insurance Inc,29.3,3.5,0.1,98.095,13.5333,10.0,57.5,135.333,4/27/2018,38267D109,1.8,98.095,13.5333,131.588,27827400.0,14 - 16,Priced Below Range,3.0,18.0,118.0,0
GSHTU,Verra Mobility Corp,39.8,7.5,5.2,400.0,40.0,10.0,2.5,400.0,1/13/2017,382867208,1.2,400.0,40.0,0.5625,225000.0,10-Oct,Priced Within Range,1.0,5.0,82.0,0
GSIT,GSI Technology Inc,20.3,-49.0,-21.4,35.3711,27.5339,5.5,-3.818181753,151.44,3/29/2007,36241U106,-0.5,35.3711,27.5339,23.754,5832490.0,6.50 - 8,Priced Below Range,1.0,4.0,4.0,0
GSKY,GreenSky Inc,-1.4,8.1,3.1,1005.1,57.5362,23.0,1.565217376,1323.33,5/24/2018,39572G100,8.2,1005.1,57.5362,15.3045,20070300.0,21 - 23,Priced Within Range,0.0,7.0,115.0,0
GTES,Gates Industrial Corp PLC,24.4,8.5,2.7,841.225,289.75,19.0,-2.631578922,5505.25,1/25/2018,N.A.,1.3,841.225,289.75,109.456,309158000.0,18 - 21,Priced Within Range,8.0,36.0,64.0,0
GTHX,G1 Therapeutics Inc,-30.4,-471.3,-75.0,116.724,28.1954,15.0,0.0,422.931,5/17/2017,3621LQ109,-3.1,116.724,28.1954,62.4665,26805700.0,15 - 17,Priced Within Range,0.0,13.0,65.0,0
GTLS,Chart Industries Inc,11.9,4.4,2.5,187.5,25.588,15.0,1.333333373,383.82,7/25/2006,16115Q308,-0.6,187.5,25.588,146.244,53576800.0,19 - 21,Priced Below Range,8.0,36.0,64.0,0
GUID,Guidance Software Inc,3.2,-18.7,-10.2,66.125,22.06,11.5,32.0,253.69,12/13/2006,401692108,-0.2,66.125,22.06,0.0383596,12824.0,12.50 - 14.50,Priced Below Range,1.0,5.0,82.0,0
GWB,Great Western Bancorp Inc,-0.3,43.4,1.5,331.2,60.2861,18.0,0.0,0.0,10/15/2014,391416104,4.1,331.2,60.2861,34.8156,19217900.0,21 - 24,Priced Below Range,3.0,9.0,70.0,0
GWRE,Guidewire Software Inc,9.3,-22.2,-7.8,132.308,48.8615,13.0,31.69230843,635.2,1/25/2012,40171V100,-0.4,132.308,48.8615,117.967,96587200.0,12-Oct,Priced Above Range,1.0,5.0,81.0,1
H,Hyatt Hotels Corp,46.5,-7.3,1.2,1092.5,173.74,25.0,12.0,4343.5,11/5/2009,448579102,3.0,1092.5,173.74,121.388,58388900.0,23 - 26,Priced Within Range,5.0,11.0,125.0,0
HABT,Habit Restaurants Inc/The,15.8,0.7,0.8,103.5,8.9944,18.0,119.6666641,161.899,11/20/2014,40449J103,2.1,103.5,8.9944,47.1794,9809980.0,14 - 16,Priced Above Range,5.0,17.0,33.0,1
HAND,Handspring Inc,-38.8,-89.0,-70.6,200.0,125.254,20.0,34.6875,2505.08,6/21/2000,410293104,-0.3,200.0,125.254,0.00295205,4388.0,17 - 19,Priced Above Range,1.0,1.0,193.0,1
HARP,Harpoon Therapeutics Inc,35.6,-493.4,-49.7,80.7688,24.2782,14.0,-3.571428537,339.895,2/8/2019,41358P106,-3.7,80.7688,24.2782,86.5122,28746900.0,13 - 15,Priced Within Range,0.0,13.0,15.0,0
