Issuer Ticker,Issuer Name,Sales - 1 Yr Growth,Profit Margin,Return on Assets,Offer Size (M),Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Offer Size (M).1,Shares Outstanding (M).1,Instit Owner (% Shares Out),Instit Owner (Shares Held),Month/Date,Month of Quarter,Real GDP Per Capita,OECD Leading Indicator,Interest Rate,Seasonally Adjusted Unemployment Rate,CPI Growth Rate,Filing Term Price Range,Priced Range,Industry Sector,Industry Group,Industry Subgroup,Underpriced
DEI,Douglas Emmett Inc,3,7.1,0.9,1593.9,114.283,21,12.61904716,2399.94,10/24/06,25960P109,2.5,1593.9,114.283,102.377,179968000,10/1/06,10/1/06,51455.00,101.1917389,6.25,4.45357667,-0.542138985,19 - 21,Priced Within Range,3,3,157,1
DFRG,Del Frisco's Restaurant Group,28.7,-20.1,-15.9,75.4,23.7947,13,0,309.33,7/27/12,245077102,0.4,75.4,23.7947,2.84453,951124,7/1/12,7/1/12,51684.00,99.65778342,0.75,8.233350624,-0.162978586,14 - 16,Priced Below Range,5,17,33,0
DFT,DuPont Fabros Technology Inc,16.8,29.7,4.5,736.575,35.5241,21,8.142857552,746.01,10/19/07,26613Q106,3.9,736.575,35.5241,0.130196,102451,10/1/07,10/1/07,52066.00,101.6347884,5,4.768472729,0.213919133,19 - 21,Priced Within Range,3,3,50,1
DG,Dollar General Corp,1.4,7,8.6,823.515,340.645,21,8.238095284,7153.55,11/13/09,256677105,12.2,823.515,340.645,98.4881,222161000,11/1/09,10/1/09,49886.00,98.58341245,0.5,10.03839153,0.070775337,21 - 23,Priced Within Range,5,17,113,1
DGI,DigitalGlobe Inc,3.2,3.6,0.2,279.3,44.871,19,13.15789509,852.55,5/14/09,25389M877,4.7,279.3,44.871,0.00503286,3133,5/1/09,4/1/09,49408.00,95.87152734,0.5,9.518264728,0.288876383,16 - 18,Priced Above Range,4,23,158,1
DGNR/U,CCC Intelligent Solutions Hold,8.7,-36.1,-7.7,690,69,10,6.800000191,600,8/14/20,N.A.,0.2,690,69,0.0144928,10000,8/1/20,7/1/20,56484.00,98.41453353,0.25,8.302616451,0.315321052,10-Oct,Priced Within Range,1,5,5,1
DHX,DHI Group Inc,7.8,-24.8,0.9,220.896,61.961,13,3.076923132,805.49,7/18/07,23331S100,0.6,220.896,61.961,85.564,40883000,7/1/07,7/1/07,51882.00,101.9183313,6.25,4.697204833,-0.025437721,13-Nov,Priced Within Range,4,8,159,1
DJO,DJO Opco Holdings Inc,44.3,3,2.6,175.95,17.8556,17,-10.29411793,303.55,11/14/01,23325G104,1.8,175.95,17.8556,0.00634039,1500,11/1/01,10/1/01,46400.00,98.44499123,1.58,5.610148971,-0.16882386,16 - 18,Priced Within Range,0,22,78,0
DKL,Delek Logistics Partners LP,24.4,23.5,12.3,193.2,11.9993,21,6.428571224,251.99,11/2/12,24664T103,6.3,193.2,11.9993,14.2064,6178680,11/1/12,10/1/12,51634.00,99.80309801,0.75,7.867321051,-0.473808669,19 - 21,Priced Within Range,2,2,2,1
DKS,Dick's Sporting Goods Inc,28.2,12.3,14.2,100.576,11.2912,12,9.583333015,135.49,10/16/02,253393102,19.4,100.576,11.2912,113.709,63226000,10/1/02,10/1/02,46883.00,98.30208375,1.25,5.783866299,0.165745856,15 - 18,Priced Below Range,5,17,92,1
DLB,Dolby Laboratories Inc,10.2,24.2,6.6,569.25,31.625,18,35,569.25,2/16/05,25659T107,4.4,569.25,31.625,101.045,62234300,2/1/05,1/1/05,50068.00,100.4087346,3.5,5.435789926,0.576822234,16 - 18,Priced Within Range,5,44,146,1
DLR,Digital Realty Trust Inc,13.4,38.6,3.8,257.056,20,12,0,240,10/29/04,253868103,6,257.056,20,114.479,329152000,10/1/04,10/1/04,49623.00,100.5370284,2.75,5.523151518,0.526592944,14 - 16,Priced Below Range,3,3,50,0
DLTH,Duluth Holdings Inc,9.3,4.2,4.4,92.004,28.9284,12,13.75,347.141,11/20/15,26443V101,2.8,92.004,28.9284,33.0174,9909720,11/1/15,10/1/15,54045.00,99.41157201,0.75,5.199007422,-0.211068038,14 - 16,Priced Below Range,5,17,23,1
DMTX,Dimension Therapeutics Inc,48,-427.1,-70.9,72.8624,24.9844,13,-16.92307663,324.797,10/22/15,25433V105,-1.9,72.8624,24.9844,0.00318466,808,10/1/15,10/1/15,54045.00,99.52145458,0.75,5.19705592,-0.044968375,14 - 16,Priced Below Range,0,21,29,0
DNB,Dun & Bradstreet Holdings Inc,24.5,-3.3,-0.3,1981.05,423.001,22,15.22727299,9306.03,7/1/20,26484T106,1.1,1981.05,423.001,98.1151,427518000,7/1/20,7/1/20,56484.00,97.81746245,0.25,9.875006693,0.50582435,19 - 21,Priced Above Range,0,7,45,1
DNDNQ,Dendreon Corp,-12.8,-104.6,-37.6,45,20.7562,10,-3.125,207.56,6/16/00,24823Q107,-1.4,45,20.7562,0.00478021,7587,6/1/00,4/1/00,46704.00,100.6856604,6,4.016709703,0.524781341,14-Dec,Priced Below Range,0,21,29,0
DNKN,Dunkin' Brands Group Inc,3.6,17.6,5.7,486.163,120.392,19,46.57894897,2287.45,7/27/11,265504100,3.6,486.163,120.392,5.32579,4389360,7/1/11,7/1/11,50769.00,99.50703914,0.75,9.061306168,0.088604567,16 - 18,Priced Above Range,5,17,33,1
DNLI,Denali Therapeutics Inc,-85.5,-597.1,-22.6,287.5,90.0628,18,19.16666603,1583.63,12/8/17,24823R105,-1.7,287.5,90.0628,75.9608,103165000,12/1/17,10/1/17,55877.00,100.3962325,2,4.150219646,-0.058783228,17 - 19,Priced Within Range,0,21,29,1
DOC,Physicians Realty Trust,4.6,18.3,2.5,135.166,12.0036,11.5,0,138.04,7/19/13,71943U104,1.1,135.166,12.0036,97.8961,223459000,7/1/13,7/1/13,52284.00,100.6172944,0.75,7.464771304,0.039399753,11.50 - 13.50,Priced Within Range,3,3,136,0
DOCU,DocuSign Inc,45,-3.3,-4.3,723.695,155.364,29,37,4505.56,4/27/18,256163106,2.5,723.695,155.364,85.0806,170824000,4/1/18,4/1/18,56512.00,100.6581149,2.25,4.024101718,0.397509156,26 - 28,Priced Above Range,1,5,72,1
DOMO,Domo Inc,22.7,-39.5,-57.4,222.18,23.0701,21,30,484.472,6/29/18,257554105,0.011836,222.18,23.0701,92.8151,28774700,6/1/18,4/1/18,56512.00,100.6340823,2.5,4.03458096,0.15938757,19 - 22,Priced Within Range,1,5,81,1
DPLO,Diplomat Pharmacy Inc,22.4,-5.5,-43.8,199.333,51.4487,13,23.23077011,668.833,10/10/14,25456K101,0.4,199.333,51.4487,23.1634,17560400,10/1/14,10/1/14,53464.00,100.8195993,0.75,5.895838862,-0.251227781,14 - 16,Priced Below Range,0,13,160,1
DPZ,Domino's Pizza Inc,5.8,11.7,26.3,339.107,68.6536,14,-3.571428537,961.15,7/12/04,25754A201,17.5,339.107,68.6536,115.484,40880600,7/1/04,7/1/04,49243.00,100.8035013,2.25,5.557144436,-0.158144439,15 - 17,Priced Below Range,5,17,33,0
DRC,Dresser-Rand Group Inc,-7.2,4.3,2.3,652.05,85.4449,21,8.571428299,1794.34,8/5/05,261608103,3.3,652.05,85.4449,0.206577,158917,8/1/05,7/1/05,50470.00,100.3998318,4.5,4.955369401,0.511770727,19 - 21,Priced Within Range,2,29,161,1
DRH,DiamondRock Hospitality Co,89.3,-34.3,2.8,312.751,48.2376,10.5,0.952380955,506.495,5/26/05,252784301,-0.0108792,312.751,48.2376,107.446,224966000,5/1/05,4/1/05,50204.00,100.2702497,4,5.200249935,-0.102774923,10.50 - 12.50,Priced Within Range,3,3,63,1
DRII,Diamond Resorts International,12.5,17.1,7.7,249.55,75.3941,14,15.35714245,1055.52,7/19/13,25272T104,2.4,249.55,75.3941,0.073992,51622,7/1/13,7/1/13,52284.00,100.6172944,0.75,7.464771304,0.039399753,16 - 18,Priced Below Range,5,11,125,1
DRNA,Dicerna Pharmaceuticals Inc,587.3,-68.6,-17.1,103.5,17.5276,15,206.6666718,262.91,1/30/14,253031108,2.3,103.5,17.5276,0.984828,767072,1/1/14,1/1/14,52266.00,100.6279112,0.75,6.630940345,0.372024767,14 - 14,Priced Above Range,0,21,29,1
DRRX,Durect Corp,-53.5,-259.4,-38.3,84,45.8057,12,20.05208397,549.668,9/28/00,266605104,-0.1,84,45.8057,44.7221,101904000,9/1/00,7/1/00,46624.00,100.100302,6,3.95818563,0.520833333,12-Oct,Priced Within Range,0,13,15,1
DRSV,Debt Resolve Inc,-22.3,-40.1,-17.6,12.5,6.457,5,0,32.28,11/1/06,24276R206,-0.0348729,12.5,6.457,0.078771,100000,11/1/06,10/1/06,51455.00,101.2916395,6.25,4.568466443,-0.148662042,5-May,Priced Within Range,4,8,116,0
DT,Dynatrace Inc,32.1,5.6,1.2,655.218,280.411,16,49.0625,4486.58,8/1/19,268150109,0.8,655.218,280.411,105.881,304783000,8/1/19,7/1/19,57845.00,99.29377063,2.75,3.719931819,-0.005066824,13 - 15,Priced Above Range,1,5,82,1
DTIL,Precision BioSciences Inc,375.7,-26.4,-42.2,145.36,50.2153,16,9,803.445,3/28/19,74019P108,-0.1,145.36,50.2153,52.4436,58190800,3/1/19,1/1/19,57100.00,99.65446855,3,3.861910727,0.564135836,15 - 17,Priced Within Range,0,21,29,1
DTRM,Determine Inc,2.3,-35.3,-32.3,120,34.5563,30,370.78125,1036.69,3/9/00,250660107,-0.1,120,34.5563,20.9946,5429040,3/1/00,1/1/00,45983.00,101.071946,5.34,4.089661605,0.824499411,23 - 25,Priced Above Range,1,5,81,1
DVAX,Dynavax Technologies Corp,844,17.4,27.8,51.75,23.6738,7.5,25.33333397,177.55,2/19/04,268158201,2.8,51.75,23.6738,104.143,132871000,2/1/04,1/1/04,48633.00,100.9457332,2,5.666379165,0.539956803,14-Dec,Priced Below Range,0,21,29,1
DXCM,Dexcom Inc,27,6.3,4.7,56.4,25.1868,12,-2.166666746,302.24,4/14/05,252131107,1.1,56.4,25.1868,105.7,408277000,4/1/05,4/1/05,50204.00,100.2832173,3.75,5.242813147,0.672529747,14-Dec,Priced Within Range,0,13,162,0
DZSI,DZS Inc,16.4,-9.9,-8.2,155.25,109.293,15,39.53333282,1639.39,5/17/01,268211109,-0.5,155.25,109.293,38.6223,10796100,5/1/01,4/1/01,46698.00,98.39322169,3.73,4.417330516,0.4522329,13 - 15,Priced Within Range,4,23,34,1
EACIQ,Erickson Inc,-14.1,-29.1,-10.8,38.4,9.603,8,0,76.82,4/11/12,29482P100,1.5,38.4,9.603,0.0270665,3761,4/1/12,4/1/12,51702.00,99.90659148,0.75,8.305796918,0.30210295,9-Aug,Priced Within Range,8,54,163,0
EAF,GrafTech International Ltd,9.9,28.8,32,571.463,302.226,15,-3.666666746,4533.39,4/19/18,384313508,1.6,571.463,302.226,95.4185,244841000,4/1/18,4/1/18,56512.00,100.6581149,2.25,4.024101718,0.397509156,21 - 24,Priced Below Range,8,36,164,0
EAGLU,Target Hospitality Corp,29.4,-1.5,7.1,325,32.5,10,0.100000002,325,1/12/18,727653206,1,325,32.5,6.39077,2077000,1/1/18,1/1/18,56195.00,100.4818485,2,4.134060502,0.544774545,10-Oct,Priced Within Range,0,7,45,1
EAR,Eargo Inc,-53.5,-491.1,-100.3,162.535,36.3213,18,87.1111145,653.783,10/16/20,270087109,-1.8,162.535,36.3213,61.2944,24156800,10/1/20,10/1/20,57005.00,98.98453016,0.25,7.145794405,0.041493776,14 - 16,Priced Above Range,0,22,61,1
EARN,Ellington Residential Mortgage,-93.9,-291.2,-2.4,129,9.1334,20,-3.900000095,182.67,5/1/13,288578107,2.2,129,9.1334,30.1485,3993250,5/1/13,4/1/13,51982.00,100.4875479,0.75,7.705884828,0.178040777,20 - 20,Priced Within Range,3,3,165,0
EB,Eventbrite Inc,76.5,-74.3,-8.1,264.5,11.5,23,58.69565201,264.5,9/20/18,3.00E+113,0.8,264.5,11.5,115.611,93702300,9/1/18,7/1/18,56831.00,100.4151294,2.75,3.746935562,0.116202518,21 - 23,Priced Within Range,4,8,9,1
EBC,Eastern Bankshares Inc,6.1,24.8,0.9,1792.88,0,10,21.5,0,10/15/20,27627N105,0.8,1792.88,0,57.3576,101338000,10/1/20,10/1/20,57005.00,98.98453016,0.25,7.145794405,0.041493776,10-Oct,Priced Within Range,3,9,10,1
EBS,Emergent BioSolutions Inc,15.2,12.8,1.8,62.5,27.4204,12.5,-6.400000095,342.75,11/15/06,29089Q105,6,62.5,27.4204,85.2928,42551000,11/1/06,10/1/06,51455.00,101.2916395,6.25,4.568466443,-0.148662042,14 - 16,Priced Below Range,0,21,29,0
EBSB,Meridian Bancorp Inc,-3.5,30.9,1.2,100.5,23,10,-4,230,1/23/08,58958U103,1.3,100.5,23,11.3116,5969340,1/1/08,1/1/08,51740.00,101.2893995,3.5,4.993456765,0.497057647,10-Oct,Priced Within Range,3,20,28,0
ECHO,Echo Global Logistics Inc,14.9,0.6,5.6,79.8,21.4937,14,0.428571433,300.912,10/2/09,27875T101,2.4,79.8,21.4937,7.4155,1974820,10/1/09,10/1/09,49886.00,98.18717138,0.5,10.18384358,0.096310119,13 - 15,Priced Within Range,8,54,166,1
ECOM,ChannelAdvisor Corp,15.6,28.1,17.4,92.575,21.3341,14,31.7142849,298.68,5/23/13,159179100,1.1,92.575,21.3341,114.4,33079400,5/1/13,4/1/13,51982.00,100.4875479,0.75,7.705884828,0.178040777,14-Dec,Priced Within Range,4,8,9,1
ECOR,ElectroCore Inc,55.9,-315.8,-61.3,89.7,28.3414,15,32.33333206,425.121,6/22/18,28531P103,-0.2,89.7,28.3414,16.6139,11825300,6/1/18,4/1/18,56512.00,100.6340823,2.5,4.03458096,0.15938757,14 - 16,Priced Within Range,0,21,29,1
ECVT,Ecovyst Inc,23.2,-22.9,2.9,507.5,135.22,17.5,-1.428571463,2366.35,9/29/17,27923Q109,0.9,507.5,135.22,66.7195,86904300,9/1/17,7/1/17,55413.00,100.1379705,1.75,4.316244463,0.529490589,21 - 23,Priced Below Range,6,14,75,0
EDIT,Editas Medicine Inc,-71.8,-753.6,-32.2,108.56,36.5845,16,13.75,585.352,2/3/16,28106W103,-2.4,108.56,36.5845,94.7829,65175600,2/1/16,1/1/16,54267.00,99.17484951,1,4.974560802,0.082307653,16 - 18,Priced Within Range,0,21,29,1
EEX,Emerald Holding Inc,14.2,-53.6,9.4,303.025,72.2022,17,14.70588207,1227.44,4/28/17,29103W104,1.2,303.025,72.2022,89.0743,60222700,4/1/17,4/1/17,55057.00,99.87725138,1.5,4.433586626,0.296553337,18 - 20,Priced Below Range,0,7,45,1
EGIO,Edgio Inc,-5.4,-25.1,-12.2,276,81.8336,15,47.86666489,1227.5,6/8/07,53261M104,0.000109556,276,81.8336,78.1096,173079000,6/1/07,4/1/07,51705.00,101.934506,6.25,4.614935452,0.193797518,14-Dec,Priced Above Range,4,8,167,1
EGLE,Eagle Bulk Shipping Inc,116,31.1,27,201.6,27.15,14,-3.571428537,380.1,6/23/05,N.A.,16.8,201.6,27.15,87.0197,11905100,6/1/05,4/1/05,50204.00,100.2962748,4.25,5.089785897,0.051440329,16 - 18,Priced Below Range,8,54,168,0
EGLTQ,Zyla Life Sciences,167.8,74.5,-22,57.96,15.2875,12,0,183.45,2/6/14,28226B104,-0.1,57.96,15.2875,7.21975,3486680,2/1/14,1/1/14,52266.00,100.6382872,0.75,6.7788573,0.369790865,13-Nov,Priced Within Range,0,13,65,0
EGRX,Eagle Pharmaceuticals Inc/DE,-8.6,-5,7.7,50.25,13.902,15,-14.46666622,208.53,2/12/14,269796108,2.1,50.25,13.902,109.776,14288300,2/1/14,1/1/14,52266.00,100.6382872,0.75,6.7788573,0.369790865,14 - 16,Priced Within Range,0,13,15,0
EHTH,eHealth Inc,-7.6,-19.3,-12.8,80.5,21.6985,14,63.57143021,303.78,10/13/06,28238P109,-6,80.5,21.6985,79.3186,21751000,10/1/06,10/1/06,51455.00,101.1917389,6.25,4.45357667,-0.542138985,12-Oct,Priced Above Range,3,18,118,1
EIG,Employers Holdings Inc,-1.1,16.9,1.4,522.963,52.7152,17,17.47058868,896.16,1/31/07,292218104,0.3,522.963,52.7152,82.7506,22505500,1/1/07,1/1/07,51492.00,101.5038509,6.25,4.666318328,0.305252725,14 - 16,Priced Above Range,3,18,25,1
EIGI,Endurance International Group,-2.8,-1.1,0.7,252.612,126.238,12,-6.25,1514.86,10/25/13,29272B105,1.1,252.612,126.238,18.3726,26036400,10/1/13,10/1/13,52544.00,100.65078,0.75,7.416395048,-0.257528326,14 - 16,Priced Below Range,4,8,169,0
ELAN,Elanco Animal Health Inc,45.5,-9.9,-0.7,1736.04,365.625,24,50,8775,9/20/18,28414H103,0.9,1736.04,365.625,105.424,499926000,9/1/18,7/1/18,56831.00,100.4151294,2.75,3.746935562,0.116202518,20 - 23,Priced Above Range,0,13,16,1
ELF,elf Beauty Inc,23.2,5.5,6.5,162.916,44.3798,17,55.88235474,754.457,9/22/16,26856L103,0.3,162.916,44.3798,113.788,60237200,9/1/16,7/1/16,54549.00,99.32291136,1,5.067702195,0.240399586,14 - 16,Priced Above Range,0,53,145,1
ELLI,Ellie Mae Inc,15.1,4.7,2.5,50.6614,20.4001,6,12.83333302,122.4,4/15/11,28849P100,3.5,50.6614,20.4001,1.63222,572003,4/1/11,4/1/11,50897.00,100.1934599,0.75,9.277005673,0.643942954,6-Jun,Priced Within Range,3,26,170,1
ELV,Elevance Health Inc,13.7,4.4,6.1,1987.2,102.861,36,13.61111069,3703,10/30/01,36752103,34.3,1987.2,102.861,97.831,233647000,10/1/01,10/1/01,46400.00,98.29104909,2.02,5.413870464,-0.336511497,33 - 37,Priced Within Range,0,0,142,1
ELVT,Elevate Credit Inc,-10.4,-8,-9.4,92.69,41.3597,6.5,19.38461494,268.838,4/6/17,28621V101,4.5,92.69,41.3597,32.4245,10131500,4/1/17,4/1/17,55057.00,99.87725138,1.5,4.433586626,0.296553337,6.50 - 6.50,Priced Within Range,3,26,152,1
EMPW/U,Holley Inc,37.4,-3.9,1.2,250,25,10,-1.299999952,250,10/7/20,N.A.,0.2,250,25,7.62784,2455210,10/1/20,10/1/20,57005.00,98.98453016,0.25,7.145794405,0.041493776,10-Oct,Priced Within Range,5,38,69,0
ENBL,Enable Midstream Partners LP,-16.7,3.5,3.9,575,207.855,20,11,4157.1,4/11/14,292480100,1.7,575,207.855,0.547377,2385970,4/1/14,4/1/14,52840.00,100.7244786,0.75,6.336592395,0.329675445,19 - 21,Priced Within Range,2,2,2,1
ENLC,EnLink Midstream LLC,71.7,0.3,2.9,51.7121,11.7333,19.5,30.2564106,228.8,1/13/04,29336T100,1.7,51.7121,11.7333,93.468,442661000,1/1/04,1/1/04,48633.00,100.8167652,2,5.797751504,0.488334238,16.50 - 18.50,Priced Above Range,2,2,2,1
ENLK,EnLink Midstream Partners LP,71.7,2.1,4.2,46,2.333,20,0.5,46.66,12/12/02,29336U107,5.9,46,2.333,2.01191,2904370,12/1/02,10/1/02,46883.00,98.08210253,0.75,6.031730606,-0.220628792,19 - 21,Priced Within Range,2,2,2,1
ENOC,Enel X North America Inc,1,-12.4,-21.1,112.125,17.9706,26,19.73077011,467.24,5/17/07,292764107,-1.5,112.125,17.9706,0.0285016,8935,5/1/07,4/1/07,51705.00,101.897221,6.25,4.507395483,0.611071867,23 - 25,Priced Above Range,7,39,171,1
ENOV,Enovis Corp,25.5,1.8,0.3,388.125,44.006,18,16.66666603,792.11,5/8/08,194014502,6.9,388.125,44.006,103.592,56094600,5/1/08,4/1/08,51923.00,100.5720601,2.25,5.539569455,0.842088603,15 - 17,Priced Above Range,8,36,172,1
ENPH,Enphase Energy Inc,78.4,10.5,12,61.8912,40.6363,6,22.33333397,243.82,3/30/12,29355A107,2.6,61.8912,40.6363,81.6412,110970000,3/1/12,1/1/12,51559.00,99.92363477,0.75,8.317498152,0.759455862,7-Jun,Priced Within Range,2,15,19,1
ENS,EnerSys,12.7,4.2,3.6,156.25,45.9456,12.5,0,574.32,7/30/04,29275Y102,-1.5,156.25,45.9456,113.407,46303700,7/1/04,7/1/04,49243.00,100.8035013,2.25,5.557144436,-0.158144439,15 - 17,Priced Below Range,8,52,173,0
ENSG,Ensign Group Inc/The,9.3,7.4,7,73.6,21.0464,16,0.875,336.74,11/9/07,29358P101,5,73.6,21.0464,95.4527,52961200,11/1/07,10/1/07,52066.00,101.5178052,5,4.772251125,0.593961787,18 - 20,Priced Below Range,0,0,174,1
ENTA,Enanta Pharmaceuticals Inc,-20.7,-81.3,-28.7,64.4,17.4366,14,22.7142849,244.11,3/21/13,29251M106,-3.4,64.4,17.4366,97.1641,20137100,3/1/13,1/1/13,51998.00,100.2801151,0.75,7.574579728,0.261450858,14 - 16,Priced Within Range,0,13,15,1
ENTG,Entegris Inc,23.6,17.8,4.1,143,67.0095,11,1.704545498,737.1,7/10/00,29362U104,2.9,143,67.0095,102.719,153087000,7/1/00,7/1/00,46624.00,100.5207065,6,4.063214054,0.232018561,13-Nov,Priced Within Range,1,4,54,1
ENTL,Entellus Medical Inc,22.1,-38.2,-16.9,89.9997,18.3335,17,29.41176414,299.931,1/29/15,29363K105,-1,89.9997,18.3335,0.15692,47119,1/1/15,1/1/15,53806.00,100.6141113,0.75,5.715426963,-0.470589237,15 - 17,Priced Within Range,0,22,78,1
ENV,Envestnet Inc,18.8,1.1,-2.2,72.45,31.5009,9,13.66666698,283.51,7/29/10,29404K106,4.6,72.45,31.5009,118.357,65482200,7/1/10,7/1/10,50706.00,99.58635413,0.75,9.506082108,0.021104306,10-Sep,Priced Within Range,1,5,82,1
EOLS,Evolus Inc,76.2,-46.9,-38.9,60.57,23.6404,12,-4.166666508,283.685,2/8/18,30052C107,-0.6,60.57,23.6404,43.8111,24642200,2/1/18,1/1/18,56195.00,100.5687191,2,4.155353875,0.453468997,14-Dec,Priced Within Range,0,21,29,0
EPAM,EPAM Systems Inc,41.3,12.8,11.6,82.8,42.026,12,16.66666603,504.31,2/8/12,29414B104,10.1,82.8,42.026,97.0472,55815200,2/1/12,1/1/12,51559.00,99.86369756,0.75,8.372612628,0.440297355,16 - 18,Priced Below Range,1,1,31,1
EPEGQ,EP Energy Corp,-23.7,-101.8,-23.9,704,243.875,20,-9.600000381,4877.5,1/17/14,268785102,0.9,704,243.875,39.3586,100200000,1/1/14,1/1/14,52266.00,100.6279112,0.75,6.630940345,0.372024767,23 - 27,Priced Below Range,2,28,43,0
EPRSQ,EPIRUS Biopharmaceuticals Inc,17425,-7444.7,-79.7,48.3,22.3209,7,12.14285755,156.25,11/9/05,29428P107,-2,48.3,22.3209,0.0534709,14001,11/1/05,10/1/05,50629.00,100.7991232,5,5.136890026,-0.803212851,12-Oct,Priced Below Range,0,13,15,1
EPZM,Epizyme Inc,137.4,-670.9,-67.3,88.6995,28.4151,15,53.26666641,426.23,5/31/13,29428V104,-2.2,88.6995,28.4151,13.0268,21932500,5/1/13,4/1/13,51982.00,100.4875479,0.75,7.705884828,0.178040777,13 - 15,Priced Within Range,0,21,29,1
EQBK,Equity Bancshares Inc,-0.2,29.9,1.2,50.1975,7.441,22.5,6.177777767,0,11/11/15,29460X109,6.8,50.1975,7.441,72.338,11529300,11/1/15,10/1/15,54045.00,99.41157201,0.75,5.199007422,-0.211068038,22 - 24,Priced Within Range,3,9,44,1
EQGP,EQGP Holdings LP,13.3,31.4,5.5,714.15,266.165,27,21.92592621,7186.45,5/12/15,26885J103,2.4,714.15,266.165,0.0155393,47000,5/1/15,4/1/15,54021.00,100.231857,0.75,5.674303505,0.509723203,21 - 24,Priced Above Range,2,28,43,1
EQH,Equitable Holdings Inc,-11.1,-3.9,1,3156.75,561,20,1.700000048,11220,5/10/18,2.95E+105,-1.8,3156.75,561,110.396,408513000,5/1/18,4/1/18,56512.00,100.6574226,2.25,3.818462099,0.415891693,24 - 27,Priced Below Range,3,18,60,1
EQM,EQM Midstream Partners LP,9,11.2,1.6,301.875,17.3397,21,13.09523773,364.13,6/27/12,26885B100,5.5,301.875,17.3397,0.218295,437589,6/1/12,4/1/12,51702.00,99.73298716,0.75,8.221798163,-0.146639688,19 - 21,Priced Within Range,2,2,2,1
ERII,Energy Recovery Inc,-12.6,13.7,7.6,136.85,47.9175,8.5,15.64705849,407.3,7/2/08,29270J100,0.2,136.85,47.9175,84.2885,47198200,7/1/08,7/1/08,51523.00,99.74548384,2.25,5.879831975,0.525101113,9-Jul,Priced Within Range,8,33,84,1
ERPLQ,Energy Partners Ltd/Old,-21.5,-14.6,-15.9,86.25,27.0575,15,-3.333333254,405.86,11/2/00,29270U105,5.7,86.25,27.0575,0.0185833,6000,11/1/00,10/1/00,46777.00,99.51633574,6,3.978895765,0.057471264,17 - 19,Priced Below Range,2,28,43,0
ESNT,Essent Group Ltd,7.6,66.2,15.5,385.332,86.4946,17,23.52941132,1470.41,10/31/13,N.A.,6.3,385.332,86.4946,105.789,113942000,10/1/13,10/1/13,52544.00,100.65078,0.75,7.416395048,-0.257528326,13.50 - 15.50,Priced Above Range,3,18,175,1
ESPR,Esperion Therapeutics Inc,-65.5,-343,-90.4,80.5,15.3293,14,3.571428537,214.61,6/26/13,29664W105,-9.1,80.5,15.3293,120.491,88781900,6/1/13,4/1/13,51982.00,100.5692261,0.75,7.657716977,0.239970809,13 - 15,Priced Within Range,0,21,29,1
ESQ,Esquire Financial Holdings Inc,23,27.3,2.1,38.059,7.2116,14,8.928571701,100.962,6/27/17,29667J101,4,38.059,7.2116,63.8705,5205010,6/1/17,4/1/17,55057.00,99.9382068,1.75,4.359433085,0.090711101,14 - 16,Priced Within Range,3,9,10,1
ESRT,Empire State Realty Trust Inc,2.4,-1,0.6,1068.93,100.118,13,0.769230783,1301.53,10/2/13,292104106,1.2,1068.93,100.118,87.4692,140326000,10/1/13,10/1/13,52544.00,100.65078,0.75,7.416395048,-0.257528326,13 - 15,Priced Within Range,3,3,157,1
ESTC,Elastic NV,41.7,-23.6,-15.4,289.8,70.5427,36,94.44444275,2539.54,10/5/18,N.A.,0.0612877,289.8,70.5427,84.1604,80019600,10/1/18,10/1/18,56851.00,100.2681725,2.75,3.822420119,0.176676346,33 - 35,Priced Above Range,1,5,5,1
ET,Energy Transfer LP,73,8.1,4.4,507.15,139.655,21,7.857142925,2932.76,2/2/06,29273V100,4,507.15,139.655,38.7552,1196950000,2/1/06,1/1/06,51200.00,101.1704712,5.5,4.870275357,0.201714574,19 - 21,Priced Within Range,2,2,2,1
ETON,Eton Pharmaceuticals Inc,55879.4,-8.9,-45.1,24.84,16.8584,6,4.166666508,101.15,11/13/18,29772L108,-0.1,24.84,16.8584,24.1527,6109930,11/1/18,10/1/18,56851.00,100.1040647,2.75,3.779995013,-0.334934852,6-Jun,Priced Within Range,0,13,15,1
ETP,Energy Transfer Operating LP,-28.1,-0.3,-0.1,116.438,11.3836,20.25,9.135802269,230.52,2/5/02,29278N103,6.7,116.438,11.3836,0.623741,7280220,2/1/02,1/1/02,46683.00,99.22847131,1.25,5.740918436,0.395256917,19 - 21,Priced Within Range,2,2,2,1
ETSY,Etsy Inc,34.9,21.1,-21.5,306.667,110.963,16,87.5,1775.41,4/16/15,29786A106,5.1,306.667,110.963,111.983,140749000,4/1/15,4/1/15,54021.00,100.329222,0.75,5.52420878,0.203287325,14 - 16,Priced Within Range,4,8,138,1
EVA,Enviva Inc,19,-11.7,-11.1,230,13.405,20,7.5,268.1,4/29/15,29415B103,0.7,230,13.405,88.1011,58855500,4/1/15,4/1/15,54021.00,100.329222,0.75,5.52420878,0.203287325,19 - 21,Priced Within Range,2,15,19,1
