,Issuer Ticker,Issuer Name,Sales - 1 Yr Growth,Profit Margin,Return on Assets,Offer Size (M),Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Offer Size (M),Shares Outstanding (M),Instit Owner (% Shares Out),Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Sector,Industry Group,Industry Subgroup
645,ARMF US,Ares Multi-Strategy Credit Fun,,,,130,0,25,-2,0,10/29/2013,04014Q108,,130,0,16.1177,838798,25 - 25,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds
646,ARMK US,Aramark,-5.7,-0.7,1,833.75,229.837,20,13.5,4596.74,12/12/2013,03852U106,2.7,833.75,229.837,127.998,329873000,20 - 23,Priced Within Range,"Consumer, Cyclical",Food Service,Food-Catering
647,ARMO US,ARMO BioSciences Inc,,,,147.2,30.4051,17,74.94117737,516.887,1/26/2018,04225U104,-30,147.2,30.4051,,,14 - 16,Priced Above Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
648,ARNA US,Arena Pharmaceuticals Inc,-83,-1.14,-62.4,108,20.9966,18,38.88888931,377.939,7/28/2000,40047607,-7.4,108,20.9966,29.7346,18334200,15 - 17,Priced Above Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
649,AROPQ US,ARO Liquidation Inc,-18,-9,-28.5,258.75,34.0405,18,54.16666794,612.73,5/16/2002,00215Q103,-0.8,258.75,34.0405,0.0345968,27900,15 - 17,Priced Above Range,"Consumer, Cyclical",Retail,Retail-Apparel/Shoe
650,ARPT US,ArrowPoint Communications Inc,6067.4,-101.8,,170,32.2184,34,248.4834595,1095.43,3/31/2000,42810101,,170,32.2184,,,30 - 32,Priced Above Range,Communications,Telecommunications,Networking Products
651,ARQT US,Arcutis Biotherapeutics Inc,,,-69.3,183.282,38.0332,17,28.23529434,646.564,1/31/2020,03969K108,-3.5,183.282,38.0332,114.365,69680200,15 - 17,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
652,ARRY US,Array Technologies Inc,-2.2,-5.9,-0.9,1201.75,126.994,22,65.6818161,2793.87,10/15/2020,04271T100,-2,1201.75,126.994,119.766,180236000,19 - 21,Priced Above Range,Energy,Energy-Alternate Sources,Energy-Alternate Sources
653,ART US,Artio Global Investors Inc,,,-21.7,718.748,27.6511,26,4.807692528,718.93,9/24/2009,04315B107,,718.748,27.6511,,,24 - 26,Priced Within Range,Financial,Diversified Finan Serv,Invest Mgmnt/Advis Serv
654,ARTD US,Artistdirect Inc,-49.7,-394.9,-124.8,60,37.2965,12,-21.61458397,447.558,3/27/2000,04315D400,-0.1,60,37.2965,,,12-Oct,Priced Within Range,Communications,Internet,Internet Content-Info/Ne
655,ARTEQ US,Artes Medical Inc,,-201.9,-136.9,31.74,16.3243,6,27.83333397,97.95,12/20/2006,04301Q100,-1.4,31.74,16.3243,,,14-Dec,Priced Below Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Products
656,ARUN US,Aruba Networks LLC,21.4,-3.9,-0.3,101.2,75.141,11,28.63636398,826.55,3/27/2007,43176106,1,101.2,75.141,,,10-Aug,Priced Above Range,Communications,Telecommunications,Wireless Equipment
657,ARVN US,Arvinas Inc,114.2,-408.9,-22.7,123.208,32.3592,16,0.3125,517.747,9/27/2018,04335A105,11.1,123.208,32.3592,98.1285,52231400,14 - 16,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Generic Drugs
658,ARX US,Aeroflex Holding Corp,-3.8,-16.1,-5.9,267.154,82.25,13.5,0,1110.38,11/19/2010,7767106,0.8,267.154,82.25,,,13.50 - 15.50,Priced Within Range,Technology,Semiconductors,Semicon Compo-Intg Circu
659,ARXT US,Adams Respiratory Therapeutics,38.6,9.2,13.1,155.423,31.9682,17,51.47058868,543.46,7/20/2005,00635P107,0.1,155.423,31.9682,,,14 - 16,Priced Above Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs
660,ARYAU US,ARYA Sciences Acquisition Corp,,,-0.9,143.75,14.375,10,1.700000048,143.75,10/5/2018,N.A.,-0.0225377,143.75,14.375,18.7697,3372670,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
661,ARYBU US,Cerevel Therapeutics Holdings,,,-56.6,149.5,15.41,10,7.900000095,134.6,6/5/2020,N.A.,-1.3,149.5,15.41,0.208495,31170,10-Oct,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
662,ARYX US,ARYx Therapeutics Inc,,,-145.1,50,17.5366,10,-19,175.37,11/7/2007,43387109,-1.2,50,17.5366,,,10-Oct,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
663,ASAQ/U US,Atlantic Avenue Acquisition Co,,,5.4,250,25,10,-1.399999976,250,10/2/2020,04906P200,-0.0141352,250,25,0.619152,154788,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
664,ASBB US,ASB Bancorp Inc,9.5,3.7,0.1,55.8455,0,10,16.39999962,0,10/12/2011,00213T109,1.3,55.8455,0,0.00245511,93,10-Oct,Priced Within Range,Financial,Banks,Commer Banks-Southern US
665,ASCQU US,Kitara Media Corp,29976.4,-0.7,-43.8,41.4,8.5667,6,3.5,51.4,5/12/2006,04350H407,-0.0284548,41.4,8.5667,,,6-Jun,Priced Within Range,Communications,Advertising,Advertising Services
666,ASCXZ US,Advanced Switching Communicati,-58.5,-363.5,-60.7,93.75,40.5907,15,20,608.86,10/4/2000,00757V106,-0.6,93.75,40.5907,,,13 - 15,Priced Within Range,Communications,Telecommunications,Telecommunication Equip
667,ASGI US,abrdn Global Infrastructure In,,,,177,0,20,-5.25,0,7/29/2020,00326W106,,177,0,18.8531,1669440,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds
668,ASMB US,Assembly Biosciences Inc,-92,-2076.3,-70.6,20.01,7.1814,6,5,43.09,12/17/2010,45396108,-2.1,20.01,7.1814,39.3512,19195500,7-Jun,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
669,ASO US,Academy Sports & Outdoors Inc,19,9.9,13.8,226.622,89.9106,13,-0.07692308,1168.84,10/2/2020,00402L107,7.4,226.622,89.9106,104.718,83498700,15 - 17,Priced Below Range,"Consumer, Cyclical",Retail,Retail-Sporting Goods
670,ASPL/U US,Wheels Up Experience Inc,,-15.9,-17.1,239.746,23.9746,10,0,239.746,9/23/2020,N.A.,0.6,239.746,23.9746,0.124669,29889,10-Oct,Priced Within Range,"Consumer, Cyclical",Airlines,Airlines
671,ASPM US,Aspect Medical Systems Inc,,,7,52.5,15.8657,15,88.33333588,237.986,1/27/2000,45235108,,52.5,15.8657,,,13 - 15,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Products
672,ASPN US,Aspen Aerogels Inc,21.2,-30.5,-31.2,82.5,23,11,-2.272727251,253,6/13/2014,04523Y105,-0.6,82.5,23,96.9333,39654900,14 - 16,Priced Below Range,"Consumer, Cyclical",Retail,Retail-Building Products
673,ASPX US,Auspex Pharmaceuticals Inc,,,-62.7,96.6,23.5765,12,30.5,282.92,2/5/2014,05211J102,-1.9,96.6,23.5765,,,12-Oct,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs
674,ASTIU US,Ascent Solar Technologies Inc,812.4,-987.1,-144.4,16.5,5.29091,5.5,-6.363636494,29.1,7/11/2006,43635200,,16.5,5.29091,,,6-May,Priced Within Range,Energy,Energy-Alternate Sources,Energy-Alternate Sources
675,ASV US,ASV Holdings Inc,3.4,-25.1,-33.7,30.59,10.07,7,12.14285755,70.49,5/12/2017,00215L104,-0.0864876,30.59,10.07,6.30664,624979,10-Aug,Priced Below Range,Industrial,Machinery-Constr&Mining,Machinery-Constr&Mining
676,ATA/U US,AMERICAS TECHNOLOGY ACQUISITIO,,,1.8,115,0,10,1.5,0,12/15/2020,N.A.,-0.042623,115,0,10.6553,760535,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
677,ATAC/U US,Blue Owl Capital Inc,,-45.6,-8.8,275,27.5,10,-1.200000048,250,10/23/2020,N.A.,0.7,275,27.5,,,10-Oct,Priced Within Range,Financial,Diversified Finan Serv,Invest Mgmnt/Advis Serv
678,ATACU US,HF Foods Group Inc,46,-60.5,2.9,44.25,0,10,0.400000006,0,8/9/2017,48206205,0.8,44.25,0,8.14986,478600,10-Oct,Priced Within Range,"Consumer, Non-cyclical",Food,Food-Wholesale/Distrib
679,ATCTU US,ATS Corp,-21.6,4.8,5.3,126,26.25,6,0.166666672,157.5,10/20/2005,2.11E+205,,126,26.25,,,6-Jun,Priced Within Range,Technology,Software,Applications Software
680,ATEC US,Alphatec Holdings Inc,67.8,-59.3,-34.2,83.7,34.7602,9,-0.222222224,312.84,6/2/2006,02081G201,-0.7,83.7,34.7602,64.526,67790000,12-Nov,Priced Below Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Products
681,ATEL US,American Telecom Services Inc,351.1,-145.1,,16.9175,6.10024,5.05,-9.900993347,30.81,2/1/2006,03015P101,-1.5,16.9175,6.10024,,,5.05 - 5.05,Priced Within Range,Communications,Telecommunications,Cellular Telecom
682,ATEN US,A10 Networks Inc,10.8,37.9,10.8,187.5,59.029,15,8.066666603,885.44,3/21/2014,2121101,0.6,187.5,59.029,110.71,81314300,13 - 15,Priced Within Range,Communications,Telecommunications,Networking Products
683,ATER US,Aterian Inc,33.4,-95.2,-54.7,36,17.5408,10,0,175.408,6/12/2019,02156U101,-1.1,36,17.5408,26.8326,21699700,14 - 16,Priced Below Range,"Consumer, Cyclical",Home Furnishings,Appliances
684,ATHA US,Athira Pharma Inc,,,-23.7,204,28.8146,17,0.647058845,489.848,9/18/2020,04746L104,-1.1,204,28.8146,73.5384,27819100,15 - 17,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
685,ATHL US,Athlon Energy Inc,90.5,19.7,5.5,362.756,82.1291,20,37.79999924,1642.58,8/2/2013,47477104,2.5,362.756,82.1291,,,18 - 20,Priced Within Range,Energy,Oil&Gas,Oil Comp-Explor&Prodtn
686,ATHR US,Qualcomm Atheros Inc,,,5.1,144.9,45.4517,14,25.7142849,636.32,2/12/2004,04743P108,,144.9,45.4517,0.0488371,36059,11.50 - 13.50,Priced Above Range,Communications,Telecommunications,Networking Products
687,ATIS US,Attis Industries Inc,-97.1,-4398.8,,12.39,6.4288,4.13,-21.73123741,17.5083,1/26/2017,49836208,-6.5,12.39,6.4288,,,,,Industrial,Environmental Control,Non-hazardous Waste Disp
688,ATKR US,Atkore Inc,65.8,20,40.1,192,62.4584,16,0,999.334,6/10/2016,47649108,12.3,192,62.4584,114.891,47473900,20 - 22,Priced Below Range,Industrial,Electronics,Electronic Compo-Misc
689,ATN US,Atlas Energy Resources LLC,,,7.1,152.749,37.6231,21,5.238095284,790.09,12/13/2006,49303100,,152.749,37.6231,,,19 - 21,Priced Within Range,Energy,Oil&Gas,Oil Comp-Explor&Prodtn
690,ATNX US,Athenex Inc,-16.7,-166.2,-56.5,75.9,56.944,11,14.18181801,626.384,6/14/2017,04685N103,-1.3,75.9,56.944,37.6981,59340600,13-Nov,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs
691,ATOM US,Atomera Inc,545.1,-3928.5,-51.7,24,11.3232,7.5,7.733333111,84.924,8/5/2016,04965B100,-0.5,24,11.3232,32.4636,7743780,7.50 - 7.50,Priced Within Range,Technology,Semiconductors,Electronic Compo-Semicon
692,ATPAQ US,ATP Oil & Gas Corp/United Stat,54.9,-28.4,-6.1,84,21.7857,14,0,305,2/5/2001,00208J108,3.8,84,21.7857,0.312719,163114,15 - 18,Priced Below Range,Energy,Oil&Gas,Oil Comp-Explor&Prodtn
693,ATRA US,Atara Biotherapeutics Inc,,-1672.2,-55.4,63.25,20.1531,11,-3.181818247,213.434,10/16/2014,46513107,-2.3,63.25,20.1531,115.226,109325000,14 - 16,Priced Below Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
694,ATRC US,AtriCure Inc,32.8,18.3,-9.3,55.2,11.9015,12,17.33333397,142.82,8/5/2005,04963C209,-0.3,55.2,11.9015,105.045,48854600,14-Dec,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Products
695,ATUS US,Altice USA Inc,1.9,9.8,1.9,2151.73,246.751,30,9.033333778,22112.1,6/22/2017,02156K103,6.2,2151.73,246.751,121.565,328636000,27 - 31,Priced Within Range,Communications,Media,Cable/Satellite TV
696,ATXI US,Avenue Therapeutics Inc,,,-478,37.95,9.6665,6,37.5,57.999,6/27/2017,05360L304,-3.3,37.95,9.6665,14.7201,702636,7-May,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs
697,ATXS US,Astria Therapeutics Inc,,,-35.6,69,15.25,12,8.333333015,183,6/25/2015,04635X102,-3.3,69,15.25,62.5702,10527900,13 - 15,Priced Below Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
698,AURDQ US,Accuride Corp/Old,-38.7,-24.5,-18.9,99,32.6227,9,0,293.6,4/26/2005,4398103,-0.2,99,32.6227,,,12-Oct,Priced Below Range,"Consumer, Cyclical",Auto Parts&Equipment,Auto/Trk Prts&Equip-Orig
699,AUXL US,Auxilium Pharmaceuticals LLC,1.3,-4.5,-13.1,41.25,20.5871,7.5,-4,154.4,7/23/2004,05334D107,-0.2,41.25,20.5871,0.121517,62000,7.50 - 7.50,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs
700,AVAV US,AeroVironment Inc,12.8,-0.9,0.1,130.985,18.1565,17,40.76470566,308.66,1/23/2007,8073108,-0.3,130.985,18.1565,95.8338,23948000,14 - 16,Priced Above Range,Industrial,Aerospace/Defense,Aerospace/Defense
701,AVEO US,AVEO Pharmaceuticals Inc,602.6,-126.1,-27.6,89.7169,29.644,9,-0.111111112,266.8,3/12/2010,53588307,-1.7,89.7169,29.644,45.3416,15762200,13 - 15,Priced Below Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
702,AVGR US,Avinger Inc,15.6,-171.8,-58.9,65,10.2298,13,3.846153736,132.987,1/30/2015,53734885,-66.4,65,10.2298,14.4318,1073100,14-Dec,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Instruments
703,AVIR US,Atea Pharmaceuticals Inc,622.4,34.4,1.9,345,82.6169,24,26.41666603,1982.81,10/30/2020,04683R106,-1,345,82.6169,75.6732,63026400,22 - 24,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
704,AVK US,Advent Convertible and Income,,,,557.5,0,25,0.079999998,0,4/30/2003,00764C109,,557.5,0,50.8991,17607900,25 - 25,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds
705,AVLR US,Avalara Inc,39.6,-17.9,-7.2,207,66.0582,24,87.25,1585.4,6/15/2018,05338G106,0.4,207,66.0582,105.229,93188300,21 - 23,Priced Above Range,Technology,Software,Enterprise Software/Serv
706,AVNU US,Avenue Financial Holdings Inc,19.1,17.7,0.6,31.625,10.2292,11,8,112.521,2/10/2015,05358K102,1.2,31.625,10.2292,100,10419900,13-Nov,Priced Within Range,Financial,Banks,Commer Banks-Southern US
707,AVNX US,Lumentum Italy Inc,,,-18,216,62.5293,36,377.777771,2251.05,2/3/2000,05348W307,,216,62.5293,0.000903691,141,13 - 15,Priced Above Range,Communications,Telecommunications,Telecom Eq Fiber Optics
708,AVO US,Mission Produce Inc,3.4,5,2.7,110.4,70.5509,12,15,846.611,10/1/2020,60510V108,0.6,110.4,70.5509,23.7308,16769200,15 - 17,Priced Below Range,"Consumer, Non-cyclical",Food,Food-Wholesale/Distrib
709,AVRNQ US,Aventine Renewable Energy Hold,-73.5,-7.7,-6.1,389.513,41.8242,43,-10.76744175,1798.44,6/29/2006,05356X403,0.9,389.513,41.8242,,,40 - 43,Priced Within Range,Energy,Energy-Alternate Sources,Energy-Alternate Sources
710,AVRO US,Avrobio Inc,,,-63,114.669,23.9368,19,64.21052551,454.799,6/21/2018,05455M100,-2.2,114.669,23.9368,76.8445,33638000,16 - 18,Priced Above Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
711,AVRX US,Avalon Pharmaceuticals Inc,,,-88.2,33.2062,8.40496,10.5,-9.619047165,88.25,9/29/2005,05346P106,,33.2062,8.40496,,,12-Oct,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Therapeutics
712,AVSR US,Avistar Communications Corp,-59.5,-80.8,-137,36,25.1855,12,-21.875,302.23,8/17/2000,05379X208,-0.0255097,36,25.1855,,,13 - 15,Priced Below Range,Technology,Software,Communications Software
713,AVTR US,Avantor Inc,15.5,7.7,5,3332.7,596.39,14,3.571428537,8349.46,5/17/2019,05352A100,1.6,3332.7,596.39,98.9465,667102000,14 - 15,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Products,Diagnostic Equipment
714,AVXS US,AveXis Inc,,,-89.7,105.558,22.9285,20,-9.75,458.57,2/11/2016,05366U100,-5.2,105.558,22.9285,0.288623,106261,19 - 21,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
715,AWE US,New Cingular Wireless Services,,,0.075987,10620,360,29.5,7.838983059,10620,4/27/2000,00209A106,,10620,360,0.000340715,9300,26 - 32,Priced Within Range,Communications,Telecommunications,Cellular Telecom
716,AWK US,American Water Works Co Inc,4,32.1,5,1358.23,165.173,21.5,-4.1860466,3551.22,4/23/2008,30420103,7.9,1358.23,165.173,95.108,172933000,24 - 26,Priced Below Range,Utilities,Water,Water
717,AWP US,abrdn Global Premier Propertie,,,,2110.32,0,20,0.050000001,0,4/26/2007,00302L108,,2110.32,0,21.8191,18635300,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds
718,AX US,Axos Financial Inc,6.9,33.4,1.4,35.1003,8.29982,11.5,0,95.45,3/15/2005,05465C100,3.5,35.1003,8.29982,84.0314,50418300,13-Sep,Priced Within Range,Financial,Savings&Loans,S&L/Thrifts-Western US
719,AXARU US,Axar Acquisition Corp,1703,-466.5,-0.4,240,24,10,-2.599999905,240,10/2/2014,05455L201,,240,24,,,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
720,AXG/U US,Atlas Acquisition Holdings Cor,,,-0.2,200,0,10,-0.5,0,1/25/2008,49162209,0.0566202,200,0,,,10-Oct,Priced Within Range,Financial,Investment Companies,Investment Companies
721,AXLA US,Axcella Health Inc,,,-152.7,71.428,22.9884,20,-31,459.768,5/9/2019,05454B105,-1.4,71.428,22.9884,60.5793,44559000,20 - 22,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs
722,AXNX US,Axonics Inc,61.6,-44.4,-12.6,138,27.8386,15,-0.13333334,417.579,10/31/2018,05465P101,-1.1,138,27.8386,111.306,55129900,14 - 16,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Products
723,AXPUF US,Arabella Exploration Inc,,,,32.852,5.1065,8,-0.25,40.852,3/18/2011,N.A.,,32.852,5.1065,,,8-Aug,Priced Within Range,Energy,Oil&Gas,Oil Comp-Explor&Prodtn
724,AXSM US,Axsome Therapeutics Inc,,,-70.1,51.0003,19.137,9,-2.888888836,159.484,11/19/2015,05464T104,-2.8,51.0003,19.137,59.0966,25663400,13-Nov,Priced Below Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
725,AXTA US,Axalta Coating Systems Ltd,18.1,5.9,2.8,1121.25,229.069,19.5,6.410256386,4466.85,11/12/2014,N.A.,2.5,1121.25,229.069,111.872,246800000,18 - 21,Priced Within Range,Basic Materials,Chemicals,Coatings/Paint
726,AYR US,Aircastle Ltd,-7.5,-36.1,-3.8,240.454,51.4465,23,15.652174,1183.27,8/8/2006,N.A.,10.6,240.454,51.4465,26.6925,9344690,21 - 23,Priced Within Range,Financial,Diversified Finan Serv,Finance-Leasing Compan
727,AYX US,Alteryx Inc,8.2,-33.5,-22.3,144.9,10.35,14,10.71428585,144.9,3/24/2017,02156B103,0.9,144.9,10.35,105.689,64688100,14-Dec,Priced Within Range,Technology,Software,Enterprise Software/Serv
728,AZEK US,AZEK Co Inc/The,31.1,7.9,5.3,879.463,116.031,23,18.04347801,2668.7,6/12/2020,05478C105,1.3,879.463,116.031,109.495,166586000,19 - 21,Priced Above Range,Industrial,Building Materials,Bldg&Construct Prod-Misc
729,AZTAU US,Hemisphere Media Group Inc,29.4,5.6,-5.4,100,10,10,0,100,6/30/2011,5.50E+204,0.1,100,10,,,10-Oct,Priced Within Range,Communications,Media,Broadcast Serv/Program
730,AZURQ US,Azure Midstream Partners LP,7.8,-275.9,-23,137.5,8.7245,20,-2.5,174.49,7/26/2013,05501X100,0.5,137.5,8.7245,,,19 - 21,Priced Within Range,Energy,Oil&Gas Services,Oil-Field Services
731,AZYO US,Aziyo Biologics Inc,11,-52.4,-57,50.0004,7.827,17,-14.70588207,133.059,10/8/2020,05479K106,-1.4,50.0004,7.827,86.1118,8147000,16 - 18,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
732,BAF US,BlackRock Municipal Income Inv,,,,120,0,15,0,0,10/29/2002,09250G102,,120,0,4.32993,378843,15 - 15,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds
733,BAH US,Booz Allen Hamilton Holding Co,6.4,5.5,8.5,273.7,122.722,17,13.23529434,2086.27,11/17/2010,99502106,5.4,273.7,122.722,98.3987,130109000,17 - 19,Priced Within Range,"Consumer, Non-cyclical",Commercial Services,Consulting Services
734,BANC US,Banc of California Inc,0.4,22.8,1.1,63.48,0,12,18.58333397,0,8/23/2002,05990K106,1.4,63.48,0,98.2349,58628300,12-Dec,Priced Within Range,Financial,Savings&Loans,S&L/Thrifts-Western US
735,BAND US,Bandwidth Inc,43,-5.5,-2,83.26,4.0348,20,5.949999809,80.696,11/10/2017,05988J103,1.6,83.26,4.0348,109.072,25478400,20 - 22,Priced Within Range,Technology,Software,Computer Software
736,BANX US,ArrowMark Financial Corp,4.2,72.7,2.4,113.125,0,25,0,0,11/7/2013,861780104,-4.5,113.125,0,28.005,1988180,25 - 25,Priced Within Range,Financial,Investment Companies,Investment Companies
737,BARE US,Bare Escentuals Inc,,,28.3,404.8,89.4281,22,23.40909004,1967.42,9/29/2006,67511105,,404.8,89.4281,,,15 - 17,Priced Above Range,"Consumer, Non-cyclical",Cosmetics/Personal Care,Cosmetics&Toiletries
738,BASXQ US,Basic Energy Services Inc,-27.4,-65.1,-39,287.5,33.7854,20,80,675.71,12/8/2005,06985P209,-0.8,287.5,33.7854,0.436604,108714,18 - 20,Priced Within Range,Energy,Oil&Gas Services,Oil-Field Services
739,BATS US,Cboe Bats LLC,5,5.8,8.2,290.605,95.6794,19,21.05263138,1817.91,4/15/2016,05491G109,0.9,290.605,95.6794,,,17 - 19,Priced Within Range,Financial,Diversified Finan Serv,Finance-Other Services
740,BAXSQ US,Baxano Surgical Inc,27.5,-172.3,-61.9,94.875,19.6015,15,60,294.02,10/17/2007,71773105,-0.7,94.875,19.6015,0.132729,66000,14-Dec,Priced Above Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Instruments
741,BBBB US,Blackboard Inc,18.6,3.7,-0.0200296,88.55,25.1689,14,42.92856979,352.36,6/18/2004,91935502,3.2,88.55,25.1689,,,13 - 15,Priced Within Range,Technology,Software,Educational Software
742,BBDC US,Barings BDC Inc,90.5,57.4,0.9,71.55,6.68677,15,6.666666508,100.3,2/15/2007,06759L103,-6,71.55,6.68677,51.9687,56558500,15 - 15,Priced Within Range,Financial,Investment Companies,Investment Companies
743,BBEPQ US,Breitburn Energy Partners LP,-3,-71.8,-24.6,127.65,27.9758,18.5,-1.567567587,517.55,10/4/2006,106776107,0.8,127.65,27.9758,,,19 - 21,Priced Below Range,Energy,Oil&Gas,Oil Comp-Explor&Prodtn
744,BBG US,HighPoint Operating Corp,,,,373.75,41.372,25,16.20000076,1034.3,12/9/2004,06846N104,,373.75,41.372,0.00140277,1559.45,20 - 23,Priced Above Range,Energy,Oil&Gas,Oil Comp-Explor&Prodtn
745,BBGI US,Beasley Broadcast Group Inc,17.1,-0.5,-1.2,106.175,0,15.5,-8.870967865,0,2/10/2000,74014101,-0.0651732,106.175,0,33.3696,4300370,15 - 18,Priced Within Range,Communications,Media,Radio
746,BBIO US,Bridgebio Pharma Inc,745.1,-806.9,-64.9,399.5,123.5,17,62.05882263,2099.5,6/27/2019,10806X102,-3.4,399.5,123.5,102.645,153438000,14 - 16,Priced Above Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
747,BBK US,BlackRock Municipal Bond Trust,,,,151.35,0,15,0,0,4/26/2002,09249H104,,151.35,0,0.887583,93400,15 - 15,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds
748,BBLG US,Bone Biologics Corp,,,-65.1,16.1266,29.2392,0,,0,11/27/2015,98070303,-0.2,16.1266,29.2392,5.14966,788000,2-Feb,,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
749,BBN US,BlackRock Taxable Municipal Bo,,,,1083,0,20,0,0,8/27/2010,09248X100,,1083,0,26.6696,16463900,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds
