,Date,Company Name,Ticker,Sector,Price ($),Size (M),1,2,3,Rank,Turnover,Gain,Year
29,May 8,China Liberal Education Holdings Limited,CLEU,Consumer-Durables,6.0,1,BOTD,,,,15.1%,-18.3%,2020
30,May 8,Ayala Pharmaceuticals Inc.,AYLA,Health-Care,15.0,3,CITI,JEFF,,,47.1%,0.2%,2020
31,May 15,ADC Therapeutics SA,ADCT,Health-Care,19.0,12,MS,BAML,COWN,,6.7%,57.9%,2020
32,May 21,SelectQuote Inc.,SLQT,Finance,20.0,28,CS,MS,EVCR,,71.4%,35%,2020
33,May 22,Inari Medical Inc.,NARI,Health-Care,19.0,8,CITI,JPM,,,82.8%,123.7%,2020
34,Jun 3,Pliant Therapeutics Inc.,PLRX,Health-Care,16.0,9,CITI,COWN,SNDL,,47.4%,33.1%,2020
35,Jun 3,Warner Music Group Corp.,WMG,Consumer-Services,25.0,77,MS,CS,GS,,45.4%,20.5%,2020
36,Jun 4,ZoomInfo Technologies Inc.,ZI,Technology,44.5,21,JPM,MS,BRCL,,117.9%,-23.6%,2020
37,Jun 5,Shift4 Payments Inc.,FOUR,Finance,23.0,15,CITI,CS,GS,,81.4%,45.8%,2020
38,Jun 5,Applied Molecular Transport Inc.,AMTI,Health-Care,14.0,11,BAML,JEFF,LRNK,,31.6%,28.4%,2020
39,Jun 12,AZEK Company Inc.,AZEK,Basic-Industries,19.0,31,BRCL,BAML,GS,,0%,-100%,2020
40,Jun 9,Vroom Inc.,VRM,Energy,22.0,21,GS,BAML,ALLN,,76.6%,117.7%,2020
41,Jun 9,,,,10.0,36,CITI,JPM,,,22.4%,2.5%,2020
42,Jun 12,Avidity Biosciences Inc.,RNA,Health-Care,18.0,14,COWN,CS,WLFG,,40.3%,58.3%,2020
43,Jun 16,Royalty Pharma plc,RPRX,Health-Care,28.0,77,JPM,BAML,GS,,35.6%,58.9%,2020
44,Jun 19,Repare Therapeutics inc.,RPTX,Health-Care,20.0,11,MS,GS,COWN,,43.7%,54%,2020
45,Jun 19,,,,15.0,6,SNDL,WLFG,,,45.1%,-12.5%,2020
46,Jun 19,Genetron Holdings Limited,GTH,Health-Care,16.0,16,CS,CICC,,,76.8%,0%,2020
47,Jun 19,Forma Therapeutics Holdings Inc.,FMTX,Health-Care,20.0,13,JEFF,LRNK,CS,,11.3%,95%,2020
48,Jun 26,Fusion Pharmaceuticals Inc.,FUSN,Health-Care,17.0,12,MS,JEFF,COWN,,41.3%,0%,2020
49,Jun 26,Ebang International Holdings Inc.,EBON,Technology,5.2,19,,,,,3.6%,-4.4%,2020
50,Jun 26,Albertsons Companies Inc.,ACI,Consumer-Non-Durables,16.0,50,BAML,GS,JPM,,74.6%,-3.4%,2020
51,Jun 26,Akoustis Technologies Inc,AKTS,Public-Utilities,17.0,12,BAML,COWN,SNDL,,298.3%,-9.1%,2020
52,Jun 26,Agora Inc.,API,Technology,20.0,17,MS,BAML,,,44%,152.5%,2020
53,Jul 1,Dun & Bradstreet Holdings Inc.,DNB,Consumer-Durables,22.0,78,GS,BAML,JPM,,47.4%,15.2%,2020
54,Jul 2,Lemonade Inc.,LMND,Finance,29.0,11,GS,MS,ALLN,,167%,139.3%,2020
55,Jul 2,Accolade Inc.,ACCD,Finance,22.0,10,GS,MS,BAML,,85.1%,35%,2020
56,Jun 26,PolyPid Ltd.,PYPD,Health-Care,16.0,3,BRCL,BMO,,,71.1%,18.8%,2020
57,Jul 8,,,,10.0,11,JEFF,,,,4.1%,20.2%,2020
58,Jul 8,BlueCity Holdings Limited,BLCT,Technology,16.0,5,,RFL,,,97.7%,46.4%,2020
59,Jul 10,Quhuo Limited,QH,Finance,10.0,3,ROTH,,,,100.7%,27.7%,2020
60,Jul 10,Poseida Therapeutics Inc.,PSTX,Health-Care,5.0,2,SPRT,WPRK,,,317.6%,207%,2020
61,Jul 10,Nkarta Inc.,NKTX,Health-Care,18.0,14,COWN,EVCR,Stifel,,9.4%,166.1%,2020
62,Jul 14,nCino Inc.,NCNO,Technology,31.0,8,BAML,BRCL,KEYB,,130.6%,195.5%,2020
63,Jul 15,GoHealth Inc.,GOCO,Finance,21.0,43,GS,BAML,MS,,92.2%,-7.3%,2020
64,Jul 16,Trean Insurance Group Inc.,TIG,Finance,15.0,10,JPM,EVCR,WB,,71.2%,3.4%,2020
65,Jul 16,Relay Therapeutics Inc.,RLAY,Health-Care,20.0,20,JPM,COWN,GGNH,,35.5%,75.3%,2020
66,Jul 17,,,,18.0,7,GS,MS,BMO,,51.6%,0.6%,2020
67,Jul 17,Berkeley Lights Inc.,BLI,Health-Care,22.0,8,JPM,MS,COWN,,55.6%,197.5%,2020
68,Jul 17,ALX Oncology Holdings Inc.,ALXO,Health-Care,19.0,8,JEFF,CS,CNTR,,18.8%,57.9%,2020
69,Jul 22,Jamf Holding Corp.,JAMF,Technology,26.0,18,GS,JPM,BAML,,124.5%,50.8%,2020
70,Jul 23,Skillful Craftsman Education Technology Ltd.,EDTK,Consumer-Services,5.0,3,BNCH,AXOM,,,79.1%,-5%,2020
71,Jul 23,Montrose Environmental Group Inc.,MEG,Consumer-Services,15.0,10,BAML,WB,,,50.4%,46.7%,2020
72,Jul 31,1847 Goedeker Inc.,GOED,Consumer-Durables,9.0,1,TEq,,,,76.7%,-1.1%,2020
73,Jul 31,Fathom Holdings Inc.,FTHM,Finance,10.0,3,ROTH,,,,58.8%,0.3%,2020
74,Jul 31,Vasta Platform Limited,VSTA,Consumer-Services,19.0,18,GS,BAML,,,59.6%,-0.8%,2020
75,Jul 31,Vital Farms Inc.,VITL,Consumer-Non-Durables,22.0,9,GS,MS,CS,,63.4%,60.3%,2020
76,Jul 30,AlloVir Inc.,ALVR,Health-Care,17.0,16,MS,JPM,LRNK,,2.5%,46.5%,2020
77,Jul 30,Li Auto Inc.,LI,Consumer-Durables,11.5,95,GS,MS,UBS,,20.6%,39.1%,2020
78,Jul 29,Vertex Inc.,VERX,Technology,19.0,21,GS,MS,,,75.9%,25.9%,2020
79,Jul 24,Annexon Inc.,ANNX,Health-Care,17.0,14,JPM,BAML,COWN,,33.2%,4.5%,2020
80,Jul 24,Inozyme Pharma Inc.,INZY,Health-Care,17.0,14,BAML,COWN,PPRJ,,11.8%,3.2%,2020
81,Jul 24,iTeos Therapeutics Inc.,ITOS,Health-Care,19.0,10,JPM,LRNK,,,22.2%,0.3%,2020
82,Jul 24,Nurix Therapeutics Inc.,NRIX,Health-Care,19.0,11,JPM,SNDL,Stifel,,21.4%,0.3%,2020
83,Aug 4,,,,18.0,8,CHRD,BRCL,,,2.9%,-36.7%,2020
84,Aug 5,Rackspace Technology Inc.,RXT,Technology,21.0,31,GS,CITI,JPM,,82.9%,-22%,2020
85,Aug 5,BigCommerce Holdings Inc.,BIGC,Technology,24.0,9,MS,BRCL,KEYB,,129.9%,201.1%,2020
86,Aug 6,Rocket Companies Inc.,RKT,Finance,18.0,100,GS,MS,JPM,,52.4%,7.2%,2020
87,Aug 6,Oak Street Health Inc.,OSH,Health-Care,21.0,15,JPM,GS,MS,,28.3%,72.4%,2020
88,Aug 6,Acutus Medical Inc.,AFIB,Health-Care,18.0,8,JPM,BAML,WB,,0%,0%,2020
89,Aug 7,IBEX Ltd.,IBEX,Technology,19.0,4,CITI,RBC,BARD,,56.3%,-18.9%,2020
90,Aug 7,Freeline Therapeutics Holdings plc,FRLN,Health-Care,18.0,8,JPM,MS,EVCR,,31.5%,0%,2020
91,Aug 7,,,,15.0,5,BAML,JEFF,BMO,,30.8%,-6.7%,2020
92,Aug 7,,,,10.0,13,JEFF,GS,,,5.6%,4.4%,2020
93,Aug 12,,,,10.0,10,JEFF,,,,2.6%,3%,2020
94,Aug 13,NETSTREIT Corp.,NTST,Finance,18.0,12,WLFG,BAML,CITI,,34.9%,-1.4%,2020
95,Aug 13,KE Holdings Inc.,BEKE,Finance,20.0,106,GS,MS,JPM,,46.7%,87.2%,2020
96,Aug 14,Duck Creek Technologies Inc.,DCT,Technology,27.0,15,GS,JPM,BAML,,87.6%,48.1%,2020
97,Aug 14,CureVac B.V.,CVAC,Health-Care,16.0,13,BAML,JEFF,CS,,178%,249.4%,2020
98,Aug 19,Inhibrx Inc.,INBX,Health-Care,17.0,7,JEFF,EVCR,CS,,6.4%,21.5%,2020
99,Aug 19,Harmony Biosciences Holdings Inc.,HRMY,Health-Care,37.0,24,GS,JEFF,PPRJ,,2.4%,-2.5%,2020
100,Aug 21,Nano-X Imaging Ltd.,NNOX,Health-Care,18.0,9,CNTR,CIBC,,,110.4%,17.1%,2020
101,Aug 21,Kymera Therapeutics Inc.,KYMR,Health-Care,20.0,8,MS,BAML,COWN,,44.5%,66.3%,2020
102,Aug 27,XPeng Inc.,XPEV,Consumer-Non-Durables,15.0,99,CS,JPM,BAML,,82.5%,41.5%,2020
103,Aug 28,Harbor Custom Development Inc.,HCDI,Basic-Industries,6.0,1,TEq,,,,105.9%,25%,2020
104,Aug 31,Applied UV Inc.,AUVI,Consumer-Durables,5.0,1,NONE,,,,756.2%,132%,2020
105,Sep 17,Sumo Logic Inc.,SUMO,Technology,22.0,14,MS,JPM,RBC,,113%,22.2%,2020
106,Sep 17,Pactiv Evergreen Inc.,PTVE,Consumer-Non-Durables,14.0,41,CS,CITI,BAML,,35.7%,-21.9%,2020
107,Sep 17,Broadstone Net Lease Inc.,BNL,Consumer-Services,17.0,33,JPM,GS,BMO,,24.3%,-4.9%,2020
108,Sep 17,American Well Corp.,AMWL,Health-Care,18.0,41,MS,GS,UBS,,66.5%,28.2%,2020
109,Sep 18,Vitru Ltd.,VTRU,Consumer-Services,16.0,6,GS,BAML,MS,,27.7%,0%,2020
110,Sep 18,Unity Software Inc.,U,Technology,25.0,52,GS,CS,BAML,,39.7%,173.4%,2020
111,Aug 18,COMPASS Pathways plc,CMPS,Health-Care,17.0,7,COWN,EVCR,,,40%,70.6%,2020
112,Sep 18,Athira Pharma Inc.,ATHA,Health-Care,17.0,12,GS,JEFF,Stifel,,26.8%,0.6%,2020
113,Sep 22,Laird Superfood Inc.,LSF,Consumer-Non-Durables,22.0,2,CNCD,CHLM,,,74.7%,85.5%,2020
114,Sep 23,GoodRx Holdings Inc.,GDRX,Technology,33.0,34,MS,GS,JPM,,36.9%,-56.8%,2020
115,Sep 23,Bentley Systems Incorporated,BSY,Technology,22.0,10,GS,BAML,RBC,,73.8%,52.2%,2020
116,Sep 24,Taysha Gene Therapies Inc.,TSHA,Health-Care,20.0,7,GS,MS,JEFF,,32.9%,20.3%,2020
117,Sep 25,VIA optronics AG,VIAO,Capital-Goods,15.0,6,Berenberg,,,,64.3%,-32.1%,2020
118,Sep 25,Prelude Therapeutics Incorporated,PRLD,Health-Care,19.0,8,MS,GS,BAML,,34.1%,37.9%,2020
119,Sep 25,PMV Pharmaceuticals Inc.,PMVP,Health-Care,18.0,11,GS,BAML,COWN,,27%,108.4%,2020
120,Sep 25,Greenwich LifeSciences Inc.,GLSI,Health-Care,5.8,1,AGIS,,,,36.5%,-13%,2020
121,Sep 25,Graybug Vision Inc.,GRAY,Health-Care,16.0,5,LRNK,SNDL,,,34.6%,3.1%,2020
122,Sep 25,Amesite Operating Company,AMST,Technology,5.0,3,LDLW,,,,70.5%,4.4%,2020
123,Oct 1,Pulmonx Corp.,LUNG,Health-Care,19.0,10,BAML,MS,,,52.9%,106.9%,2020
124,Sep 29,,,,11.0,7,BAML,COWN,GGNH,,27.6%,-11.7%,2020
125,Sep 30,Yalla Group Limited,YALA,Technology,7.5,18,MS,,,,71%,-6.7%,2020
126,Sep 30,Palantir Technologies Inc.,PLTR,Technology,7.3,257,,,,,130.5%,31%,2020
127,Sep 30,Chindata Group Holdings Limited,CD,Technology,13.5,40,MS,CITI,,,65.3%,20.2%,2020
128,Sep 30,Boqii Holding Limited,BQ,Consumer-Services,10.0,7,ROTH,,,,92.3%,-28%,2020
129,Oct 1,Thryv Holdings Inc.,THRY,Consumer-Services,10.2,26,IBNK,,,,0%,8.8%,2020
130,Oct 1,Mission Produce Inc.,AVO,Consumer-Non-Durables,12.0,8,BAML,JPM,CITI,,13.8%,3.7%,2020
131,Oct 1,Lixiang Education Holding Co. Ltd.,LXEH,Consumer-Services,9.3,3,,,,,2.7%,-18.9%,2020
132,Oct 2,Oncorus Inc.,ONCR,Health-Care,15.0,5,JEFF,EVCR,PPRJ,,12.6%,6.7%,2020
133,Oct 2,IMMUNOME INC.,IMNM,Health-Care,12.0,3,LDNT,CHRD,,,15.7%,12.1%,2020
134,Oct 2,C4 Therapeutics Inc.,CCCC,Health-Care,19.0,9,JEFF,EVCR,BMO,,20.3%,34.2%,2020
135,Oct 2,Academy Sports + Outdoors Inc.,ASO,Consumer-Services,13.0,15,CS,JPM,BAML,,56.3%,-0.1%,2020
136,Oct 7,,,,5.0,500,DPO,,,,6.2%,-10.6%,2020
137,Oct 8,fuboTV Inc. (formerly FaceBank Group Inc.),FUBO,Consumer-Services,10.0,18,EVCR,,,,58.8%,2.6%,2020
138,Oct 8,Aziyo Biologics Inc.,AZYO,Health-Care,17.0,2,PPRJ,COWN,,,70.5%,-14.7%,2020
139,Oct 9,Spruce Biosciences Inc.,SPRB,Health-Care,15.0,6,COWN,CS,RBC,,42.7%,13.3%,2020
140,Oct 9,Kronos Bio Inc.,KRON,Health-Care,19.0,13,GS,JEFF,COWN,,28.4%,42.5%,2020
141,Oct 9,iHuman Inc.,IH,Consumer-Services,12.0,7,CS,CITI,,,65.4%,33.3%,2020
142,Oct 14,Codiak BioSciences Inc.,CDAK,Health-Care,15.0,5,GS,EVCR,WB,,41.3%,-19.2%,2020
143,Oct 15,MINISO Group Holding Limited,MNSO,Consumer-Services,20.0,30,GS,BAML,,,71.4%,4.4%,2020
144,Oct 15,ARRAY TECHNOLOGIES INC.,ARRY,Capital-Goods,22.0,47,GS,JPM,GGNH,,71.5%,65.7%,2020
145,Oct 16,TARSUS PHARMACEUTICALS INC.,TARS,Health-Care,16.0,5,BAML,JEFF,RAYJ,,22.8%,28.6%,2020
146,Oct 16,PRAXIS PRECISION MEDICINES INC.,PRAX,Health-Care,19.0,10,COWN,EVCR,WBSH,,43.2%,46.3%,2020
147,Oct 16,Kiromic Biopharma Inc.,KRBP,Health-Care,12.0,1,TEq,,,,36.7%,-4.2%,2020
148,Oct 16,Eargo Inc.,EAR,Health-Care,18.0,7,JPM,BAML,,,83.4%,87.1%,2020
149,Oct 16,Aligos Therapeutics Inc.,ALGS,Health-Care,15.0,10,JPM,JEFF,PPRJ,,27.6%,-1%,2020
150,Oct 20,,,,10.0,10,JEFF,,,,6.2%,4.9%,2020
151,Oct 21,MingZhu Logistics Holdings Limited,YGMZ,Consumer-Services,4.0,3,VWTR,,,,23.5%,6.3%,2020
152,Oct 21,,,,27.0,22,MS,BAML,BRCL,,69.2%,0.4%,2020
153,Oct 22,,,,20.0,37,MS,GS,BAML,,68.3%,-6.5%,2020
154,Oct 22,Guild Holdings Company,GHLD,Finance,15.0,6,WLFG,BAML,JPM,,36.7%,0%,2020
155,Oct 22,BCLS Acquisition Corp.,BLSA,Finance,10.0,12,GS,JEFF,,,8%,9.9%,2020
156,Oct 22,Abcam plc,ABCM,Health-Care,17.5,8,MS,BAML,WB,,27.6%,12.9%,2020
157,Oct 23,Foghorn Therapeutics Inc.,FHTX,Health-Care,16.0,7,GS,MS,COWN,,37.9%,13.3%,2020
158,Oct 28,ROOT INC.,ROOT,Finance,27.0,26,GS,MS,,,59.3%,0%,2020
159,Oct 28,MediaAlpha Inc.,MAX,Finance,19.0,9,JPM,CITI,CS,,59%,67.7%,2020
160,Oct 28,Gatos Silver Inc.,GATO,Basic-Industries,7.0,21,BMO,GS,RBC,,15.6%,-5.7%,2020
161,Oct 28,Biodesix Inc.,BDSX,Health-Care,18.0,4,MS,WB,,,65.4%,-30.7%,2020
162,Oct 29,Leslie’s Inc.,LESL,Consumer-Services,17.0,40,GS,MS,BAML,,53.4%,27.6%,2020
163,Oct 29,Galecto Inc.,GLTO,Health-Care,15.0,5,BAML,LRNK,CS,,23.4%,0%,2020
164,Oct 29,Allegro MicroSystems Inc.,ALGM,Technology,14.0,25,BRCL,CS,WLFG,,44.4%,26.4%,2020
165,Oct 30,SQZ Biotechnologies Company,SQZ,Health-Care,16.0,4,BAML,EVCR,Stifel,,19.2%,-17.2%,2020
166,Sep 30,Lufax Holding Ltd,LU,Finance,13.5,175,,,,,19.2%,-4.8%,2020
167,Oct 30,Atea Pharmaceuticals Inc.,AVIR,Health-Care,24.0,12,JPM,MS,EVCR,,28.6%,26.4%,2020
168,Nov 19,Yatsen Holding Limited,YSG,Consumer-Services,10.5,58,GS,MS,CICC,,60.9%,75.2%,2020
169,Nov 19,Olema Pharmaceuticals Inc.,OLMA,Health-Care,19.0,11,JPM,JEFF,COWN,,13.9%,157.9%,2020
170,Nov 19,NeoGames S.A.,NGMS,Consumer-Services,17.0,4,Stifel,,,,57.3%,28.6%,2020
171,Nov 20,Sotera Health Company,SHC,Health-Care,23.0,46,JPM,CS,GS,,41.1%,9.1%,2020
172,Nov 20,Maravai LifeSciences Holdings Inc.,MRVI,Health-Care,27.0,60,MS,JEFF,GS,,33.7%,10.6%,2020
173,Nov 24,Vision Marine Technologies Inc.,VMAR,Consumer-Services,10.0,2,TEq,,,,170.4%,44.4%,2020
174,Nov 24,Ozon Holdings PLC,OZON,Consumer-Services,30.0,33,MS,GS,CITI,,0%,-100%,2020
175,Nov 24,,,,7.0,2,AGIS,WPRK,,,11.6%,-11.4%,2020
176,Dec 3,Kinnate BioPharma Inc.,KNTE,Health-Care,20.0,12,GS,LRNK,PPRJ,,5.3%,117.3%,2020
177,Dec 4,Silverback Therapeutics Inc.,SBTX,Health-Care,21.0,11,GS,LRNK,Stifel,,31%,19%,2020
178,Dec 4,Sigilon Therapeutics Inc.,SGTX,Health-Care,18.0,7,MS,JEFF,BRCL,,39.8%,93.2%,2020
179,Dec 4,Seer Inc.,SEER,Health-Care,19.0,9,JPM,MS,BAML,,36.9%,197.2%,2020
180,Dec 4,17 Education & Technology Group Inc.,YQ,Consumer-Services,10.5,27,GS,MS,BAML,,47.3%,0.7%,2020
181,Dec 10,Airbnb Inc.,ABNB,Choose Sector,68.0,51,MS,GS,,,136.5%,112.8%,2020
182,Dec 9,DoorDash Inc.,DASH,Finance,102.0,33,GS,JPM,,,76.9%,85.8%,2020
183,Dec 9,C3.ai Inc.,AI,Technology,42.0,15,MS,JPM,BAML,,160%,120.2%,2020
184,Dec 10,Hydrofarm Holdings Group Inc.,HYFM,Basic-Industries,20.0,8,JPM,Stifel,DB,,76.5%,160%,2020
185,Dec 11,Vivos Therapeutics Inc.,VVOS,Health-Care,6.0,3,ROTH,,,,137.7%,49.8%,2020
186,Dec 11,Certara Inc.,CERT,Technology,23.0,29,JEFF,MS,BAML,,69.3%,65.6%,2020
187,Dec 17,Midwest Holding Inc.,MDWT,Finance,70.0,1,SNDL,,,,25.5%,-18.6%,2020
188,Dec 18,908 Devices Inc.,MASS,Health-Care,20.0,6,COWN,LRNK,Stifel,,64.9%,145%,2020
189,Dec 23,Inhibikase Therapeutics Inc.,IKT,Health-Care,10.0,1,TEq,,,,249.7%,-1%,2020
190,Dec 11,AbCellera Biologics Inc.,ABCL,Health-Care,20.0,24,CS,Stifel,BMO,,38.3%,194.5%,2020
191,Dec 17,Virios Therapeutics LLC,VIRI,Health-Care,10.0,3,TEq,,,,530.7%,67.1%,2020
192,Dec 16,BioAtla Inc.,BCAB,Health-Care,18.0,10,JPM,JEFF,CS,,38.7%,72.3%,2020
193,Dec 16,ContextLogic Inc. (Wish),WISH,Consumer-Services,24.0,46,GS,JPM,BAML,,0%,-100%,2020
194,Dec 16,Upstart Holdings Inc.,UPST,Finance,20.0,12,GS,BAML,CITI,,112.2%,47.4%,2020
195,Dec 15,,,,5.0,6,BOTD,CNTR,,,8.2%,141%,2020
196,Dec 15,Oriental Culture Holding LTD.,OCG,Consumer-Services,4.0,5,VWTR,,,,26.4%,50%,2020
197,Dec 11,4D Molecular Therapeutic Inc.,FDMT,Health-Care,23.0,8,GS,BAML,EVCR,,43.5%,76.1%,2020
198,Dec 29,MEDIROM Healthcare Technologies Inc.,MRM,Consumer-Services,15.0,800,MXIM,,,,84.7%,0.7%,2020
0,Jan 14,Poshmark Inc.,POSH,Consumer Durables,42.0,6.0,MS,GS,BRCL,,148.6%,141.7%,2021
1,Jan 7,,,,10.0,12.0,JEFF,MS,,,17.3%,3.4%,2021
2,Jan 8,Gracell Biotechnologies Inc.,GRCL,Health-Care,19.0,11.0,CITI,JEFF,WLFG,,50.2%,31.9%,2021
3,Jan 8,Cullinan Oncology LLC,CGEM,Health-Care,29.9,21.0,MS,LRNK,EVCR,,19.3%,0%,2021
4,Jan 14,Qilian International Holding Group Limited,QLI,Health-Care,5.0,5.0,UnSec,,,,0%,-100%,2021
5,Jan 12,Kuke Music Holding Limited,KUKE,Consumer-Services,10.0,5.0,DB,TB,,,59.1%,1%,2021
6,Jan 13,Motorsport Games US LLC,MSGM,Technology,20.0,3.0,CNCD,BNCH,,,125.9%,75%,2021
7,Jan 13,Affirm Holdings Inc.,AFRM,Finance,49.0,97.0,MS,GS,ALLN,,25.9%,96.7%,2021
8,Jan 14,Petco Health and Wellness Company Inc.,WOOF,Consumer-Services,18.0,48.0,GS,BAML,,,100%,63.3%,2021
9,Jan 15,Playtika Holding Corp.,PLTK,Technology,27.0,69.0,MS,CS,CITI,,12.8%,20%,2021
10,Jan 15,Driven Brands Holdings Inc.,DRVN,Transportation,22.0,31.0,MS,BAML,GS,,7.5%,30.1%,2021
11,Jan 21,MYT Netherlands Parent B.V.,MYTE,Finance,26.0,15.0,MS,JPM,,,79.6%,19.2%,2021
12,Jan 21,Dream Finders Homes Inc.,DFH,Consumer-Services,13.0,9.0,BAML,RBC,BTIG,,63.5%,61.2%,2021
13,Jan 22,RLX Technology Inc.,RLX,Consumer-Non-Durables,12.0,116.0,CITI,,,,40.8%,-75%,2021
14,Jan 22,Patria Investments Ltd.,PAX,Finance,17.0,30.0,JPM,BAML,CS,,51.3%,23.6%,2021
15,Jan 22,Montauk Renewables Inc.,MNTK,Public-Utilities,8.5,3.0,ROTH,,,,87.2%,38%,2021
16,Jan 22,Huadi International Group Co. Ltd.,HUDI,Basic-Industries,8.0,3.0,RFL,,,,47%,-10.9%,2021
17,Jan 26,EZGO Technologies Ltd.,EZGO,Consumer-Durables,4.0,2.0,VWTR,,,,226.1%,352.8%,2021
18,Jan 26,,,,10.0,26.0,CITI,BTIG,,,27.9%,30%,2021
19,Jan 27,TIAN RUIXIANG Holdings Ltd,TIRX,Finance,4.0,3.0,NONE,,,,10%,302.5%,2021
20,Jan 27,Shoals Technologies Group Inc.,SHLS,Capital-Goods,25.0,77.0,GS,JPM,GGNH,,9.6%,32%,2021
21,Jan 27,,,,10.0,18.0,JEFF,,,,2.1%,1.9%,2021
22,Jan 28,ZIM Integrated Shipping Services Ltd.,ZIM,Transportation,15.0,14.0,CITI,GS,BRCL,,44.1%,-23.3%,2021
23,Jan 28,Vinci Partners Investments Ltd.,VINP,Finance,18.0,13.0,JPM,GS,,,43%,-6.1%,2021
24,Jan 28,Qualtrics International Inc.,XM,Technology,30.0,51.0,MS,JPM,,,49%,51.7%,2021
25,Jan 28,,,,17.0,76.0,JPM,BAML,GS,,19.9%,-5.3%,2021
26,Jan 28,Agrify Corporation,AGFY,Consumer-Non-Durables,8.0,2.0,MXIM,ROTH,,,126.1%,59.3%,2021
27,Jan 29,Trinity Capital Inc.,TRIN,Finance,14.0,7.0,KBW,WLFG,UBS,,19.1%,7.1%,2021
28,Jan 29,Home Point Capital Inc.,HMPT,Finance,13.0,7.0,UBS,CS,JPM,,85.6%,-12.9%,2021
29,Feb 3,TELUS International (Cda) Inc.,TIXT,Technology,25.0,37.0,JPM,MS,,,40.8%,21.6%,2021
30,Feb 3,ON24 Inc.,ONTF,Technology,50.0,8.0,GS,JPM,KEYB,,88.9%,41.6%,2021
31,Feb 4,Sensei Biotherapeutics Inc.,SNSE,Health-Care,19.0,7.0,CITI,PPRJ,OPPN,,52.7%,-0.5%,2021
32,Feb 4,Sana Biotechnology Inc.,SANA,Health-Care,25.0,23.0,MS,GS,JPM,,37.8%,40.4%,2021
33,Feb 4,Landos Biopharma Inc.,LABP,Health-Care,16.0,6.0,JPM,JEFF,,,45.4%,-25%,2021
34,Feb 4,Atotech Limited,ATC,Basic-Industries,17.0,29.0,CITI,CS,BAML,,30.7%,13.2%,2021
35,Feb 5,Vor Biopharma Inc.,VOR,Health-Care,18.0,9.0,GS,EVCR,BRCL,,33.9%,108.3%,2021
36,Feb 5,Terns Pharmaceuticals Inc.,TERN,Health-Care,17.0,7.0,JPM,GS,COWN,,40.2%,8.2%,2021
37,Feb 5,Pharvaris B.V.,PHVS,Health-Care,20.0,8.0,MS,BAML,LRNK,,46%,45%,2021
38,Feb 5,Lucira Health Inc.,LHDX,Health-Care,17.0,9.0,BAML,WB,,,40.7%,46.9%,2021
39,Feb 5,Immunocore Holdings Limited,IMCR,Health-Care,26.0,9.0,GS,JPM,JEFF,,33.4%,66.2%,2021
40,Feb 5,,,,10.0,30.0,GS,DB,,,23.7%,11%,2021
41,Feb 5,Evaxion Biotech A/S,EVAX,Health-Care,10.0,3.0,OPPN,,,,0%,-100%,2021
42,Feb 5,CN Energy Group Inc.,CNEY,Capital-Goods,4.0,5.0,NONE,,,,37%,43.5%,2021
43,Feb 5,Bolt Biotherapeutics Inc.,BOLT,Health-Care,20.0,11.0,MS,Stifel,GGNH,,60.1%,60.8%,2021
44,Feb 5,Angion Biomedica Corp.,ANGN,Health-Care,16.0,5.0,COWN,Stifel,,,33.3%,6.4%,2021
45,Feb 8,Baosheng Media Group Holdings Limited,BAOS,Consumer-Services,5.0,6.0,UnSec,,,,47%,77.2%,2021
46,Feb 9,Global Internet of People Inc.,SDH,Consumer-Services,4.0,6.0,VWTR,NTNL,,,25.8%,16.5%,2021
47,Feb 9,Cloopen Group Holding Limited,RAAS,Technology,16.0,20.0,GS,CITI,CICC,,126.8%,200%,2021
48,Feb 9,Adagene Inc.,ADAG,Health-Care,19.0,7.0,GS,MS,JEFF,,69.9%,57.8%,2021
49,Feb 10,Viant Technology Inc.,DSP,Technology,25.0,10.0,BAML,UBS,,,17.7%,128%,2021
50,Feb 10,Vallon Pharmaceuticals Inc.,VLON,Health-Care,8.0,1.0,TEq,,,,22.4%,-2.5%,2021
51,Feb 10,Biophytis S.A.,BPTS,Health-Care,16.8,1.0,HCW,,,,94%,-1.5%,2021
52,Feb 11,Signify Health Inc.,SGFY,Health-Care,24.0,23.0,GS,JPM,BRCL,,52.3%,31.5%,2021
53,Feb 11,loanDepot Inc.,LDI,Finance,14.0,3.0,GS,BAML,CS,,245.8%,124.9%,2021
54,Feb 11,Bumble Inc.,BMBL,Technology,43.0,50.0,GS,CITI,MS,,86.1%,63.5%,2021
55,Feb 11,Bioventus Inc.,BVS,Health-Care,13.0,8.0,MS,JPM,GS,,43.4%,47.8%,2021
56,Feb 11,,,,20.0,7.0,CITI,GS,BAML,,31.5%,16.8%,2021
57,Feb 12,urban-gro Inc.,UGRO,Capital-Goods,10.0,5.0,TEq,,,,60.7%,23%,2021
58,Feb 12,Talis Biomedical Corporation,TLIS,Health-Care,16.0,13.0,JPM,BAML,PPRJ,,22.8%,73.8%,2021
59,Feb 12,NexImmune Inc.,NEXI,Health-Care,17.0,6.0,BRCL,CNTR,RAYJ,,53.5%,49%,2021
60,Feb 12,Longeveron LLC,LGVN,Health-Care,10.0,2.0,KCM,,,,104.8%,-25.9%,2021
61,Feb 12,Decibel Therapeutics Inc.,DBTX,Health-Care,18.0,7.0,CITI,BMO,BRCL,,54.8%,0.2%,2021
